country_name,date,"Air transport, freight (million ton-km)","Air transport, passengers carried","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Container port traffic (TEU: 20 foot equivalent units),Electric power consumption (kWh per capita),Electric power transmission and distribution losses (% of output),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),ICT goods exports (% of total goods exports),ICT goods imports (% total goods imports),"ICT service exports (% of service exports, BoP)","ICT service exports (BoP, current US$)",Individuals using the Internet (% of population),"Industrial design applications, nonresident, by count","Industrial design applications, resident, by count",Investment in energy with private participation (current US$),Investment in ICT with private participation (current US$),Investment in transport with private participation (current US$),Investment in water and sanitation with private participation (current US$),Liner shipping connectivity index (maximum value in 2004 = 100),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Public private partnerships investment in energy (current US$),Public private partnerships investment in ICT (current US$),Public private partnerships investment in transport (current US$),Public private partnerships investment in water and sanitation (current US$),Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",Secure Internet servers,Secure Internet servers (per 1 million people),"Trademark applications, nonresident, by count","Trademark applications, resident, by count"
Africa Eastern and Southern,2012,2485.77626262928,35838679.0148015,514462.289437164,84.0630944410492,12.4648417783819,3.47206378054665,4.57792192635851,90.8977393676,,697.657989403853,10.2766080809619,66.180818486467,18.0617996642566,0.795824362457424,3.21286201581089,2.80379593014382,1694910.0,0.351953126198483,8944861.0,1.61877274668544,0.950409129630529,5.36248737512353,4.22793169794015,1799314104.36434,8.53475011696143,,,,,,,,291580283.0,52.7679765565158,,,,,,,,3593.71615229405,1985.321,,15.5584127502946,,
Africa Eastern and Southern,2011,2138.53770944891,33507824.2724355,500629.946597042,79.3828259015104,16.1176632478697,4.49951085063361,3.21099831384719,62.7966183403,,734.822807511632,10.5280813985712,66.5282197491909,17.9091101123569,0.71634302112051,3.60897890715266,2.25648051652961,1336066.0,0.29238007125147,9210431.0,1.71250705863338,0.8406799636090261,5.79089420376761,4.25137625703626,1684971621.55191,6.8027502209687505,,,,,,,,258245940.0,48.0159935090946,,,,,,,,3965.82378080801,1955.321,,8.88825872206591,,
Africa Eastern and Southern,2010,2052.237887172,30374164.935204,470912.300051136,79.3593671428722,16.1504356396127,4.49019721751389,3.18876925599428,62.361968904,,734.305770843244,10.9606421157655,67.3066092787674,17.7975429098229,0.669259321717229,3.30639793117875,1.94191781956824,1002607.0,0.19602514136835603,9456064.0,1.8063324196071902,1.00129909603651,6.83692733296031,4.3371462899446,1491932851.44694,5.29697361379769,,,,,,,,201687697.0,38.5271319772483,,,,,,,,4074.30236656123,1955.321,,5.70905535089359,,
Africa Eastern and Southern,2009,1713.188,23800085.0,327145.0,79.4896985027678,16.020365162043,4.48993633518867,3.1563597359922,61.7282587534,,717.769965376515,11.2565632867755,67.4775373303125,16.5014621850292,0.594858761024403,3.66591015095212,2.81255405537284,700598.0,0.179057886309788,9448941.0,1.88896679036097,1.07908749473836,6.64546057465372,4.49831647631048,1299869372.97547,3.20741617179148,,,,,,,,163115344.0,32.6088889551093,,,,,,,,4185.67610488423,1955.321,,,,
Africa Eastern and Southern,2008,1678.541,23988552.0,318638.0,79.6271059515919,15.897758624823,4.47428879349326,3.13109894920578,61.2343292846,,754.211033912204,10.2941131204309,69.1100163541318,15.221488869072,0.419139581795462,3.67283768306481,2.71593410953178,609715.0,0.147536203087257,9005821.0,1.8493992625546198,1.10365029004715,6.36303230145913,4.2916786078217,1292009141.59502,2.69414978147317,,,,,,,,136934427.0,28.1203044455646,,,,,,,,4299.55559238958,1955.321,,,,
Africa Eastern and Southern,2007,1817.78,23295972.0,359120.0,79.8054579506189,15.7099962770604,4.48397379144318,3.08964648634674,60.4238005733,,790.664684399972,9.73748538633224,69.9079800815798,15.2441848808811,0.342158963165031,3.15326790402171,2.56034097111032,530556.0,0.13580997585020801,8795537.0,1.8555090751088001,1.14126487677771,6.68112163177279,3.89177804563613,1137485449.20188,2.7732738256208,,,,,,,,102791817.0,21.6849919782563,,,,,,,,4416.6844413737,1955.321,,,,
Africa Eastern and Southern,2006,2118.846,22039609.0,319498.0,79.8773191406106,15.637551886282,4.48512897313581,3.06317633447398,59.906224135,,783.74846298411,9.77220288052724,70.0930364721894,15.5492632362412,0.390701015230393,2.9037571376574602,2.24949947019604,417125.0,0.1142714613629,8492607.0,1.84016930031967,1.33844595412334,7.67892003291133,4.01101137406698,1048803106.9485,2.05810176814815,,,,,,,,78221956.0,16.9490525169552,,,,,,,,4536.0611258213,1955.321,,,,
Africa Eastern and Southern,2005,1732.591,20661751.0,321298.0,80.1399534719553,15.3836772919651,4.4763692360784,3.03452472258519,59.3459931509,,775.335359642843,9.63020258068322,70.7398007806962,14.6303350756939,0.347646762472036,3.39617204895909,2.08227178491036,195606.0,0.062574277057913,8355608.0,1.85876793295021,1.16145100271622,8.39712730832689,3.60645470151705,799125106.424201,1.80552314212711,,,,,,,,56601005.0,12.59131987433,,,,,,,,4656.9926109209,1955.321,,,,
Africa Eastern and Southern,2004,1713.396,17562611.0,300359.0,80.4590125423228,15.0923870999961,4.44869956067006,2.97622251034485,58.2059977515,,771.962500591713,10.8134622700062,71.0465945168078,13.8954818089824,0.112368988914275,4.09212952817245,2.02845926854789,,,8604573.0,1.9645320824336099,1.04145209783263,8.15231530708249,3.05513108640004,,1.7160466748138101,,,,,,,,35107344.0,8.01544755486436,,,,,,,,4780.14675609225,1955.321,,,,
Africa Eastern and Southern,2003,1534.583,15802323.0,289028.0,80.7362677514175,14.8137846646743,4.449947583887,2.9157646418005,57.0238523517,,768.235039225578,9.06900343931466,71.5546469861776,13.9286953011803,0.0009641014697870001,4.06947230397412,1.68171433046644,,,8411427.0,1.9706050270912,1.06268518058804,7.55782750991506,2.21501932009852,,1.43039835507724,,,,,,,,25951696.0,6.07988901464806,,,,,,,,4906.16881662805,1955.321,,,,
Africa Eastern and Southern,2002,1373.718,14462573.0,267907.0,80.8450335099427,14.6803449530836,4.47500108039425,2.84594224472094,55.6586436446,,762.543065970778,7.82246584966902,70.6571246612449,15.0628425377343,0.0013430679242750002,4.0261818699978,1.60026543177463,,,7973374.0,1.9162937458451101,1.22679159544973,7.8348274268255,2.37273599296119,,1.1316294433033,,,,,,,,19128976.0,4.59739340752445,,,,,,,,5034.28445289415,1955.321,,,,
Africa Eastern and Southern,2001,1490.06300009537,14546112.0,288922.0,79.3648375412357,15.6918839092427,4.94345422714931,2.65699739554066,48.7226717933,,737.413462636812,8.90628964181101,71.157463093386,14.5472479310422,0.0007054408229780001,3.78081009075094,1.78088535760813,,,7597251.0,1.87292095668847,1.19024473651275,8.06141287550533,2.74451431396053,,0.9615520050897051,,,,,,,,14136889.0,3.4851126647818598,,,,,,,,5164.89558365598,1955.321,,,,
Africa Eastern and Southern,2000,1442.264,14963609.0,282913.0,79.3058388722001,15.7375098351803,4.9567187551481,2.58259252744609,47.3586350072,,773.979506643908,8.88752945974456,71.504192826516,13.0863014105512,0.000719640430616,4.6812610011623,2.01679230680359,,,7408176.0,1.87304961979575,1.15342917791978,8.51912948425392,1.75344062156804,,0.77421755469409,,,,,,,,10013922.0,2.53187461998447,,,,,,,,5297.44763678395,1955.321,,,,
Africa Eastern and Southern,1999,1392.6000193356,14038500.0,268400.0,79.7585530048127,15.3902210313768,4.85122596381162,2.53081155843892,46.0980770925,,763.706484463463,8.83476170226685,72.1005080577031,12.6882637283906,0.0007503630342930001,4.8162051356146005,1.76823049031328,,,7659978.0,1.98617578265713,,,4.23930540001681,,0.569512051222246,,,,,,,,5925725.0,1.5364967739772,,,,,,,,5432.63162646065,1955.321,,,,
Africa Eastern and Southern,1998,1150.7999711559,13234700.0,253900.0,80.1259674258907,15.0327220050177,4.84131056908686,2.4905125263144,45.3343803901,,786.014510326928,8.84383812833327,72.6594377361707,12.2949356122989,0.0007511339226130001,5.10808624073304,1.28481457463037,,,7025831.0,1.86832640404802,,,3.63596075513107,,0.386772416959473,,,,,,,,3621864.0,0.9631350575109661,,,,,,,,5572.17284998326,1955.321,,,,
Africa Eastern and Southern,1997,1093.2999872492,13456500.0,259600.0,80.4973063381478,14.6716618454007,4.83103181642724,2.44942936548704,44.5867836876,,824.332919251757,8.30337369495815,74.9854282958494,10.1822381918907,0.000754016453783,4.76802304549919,1.48729745508771,,,6396951.0,1.74399830747354,,,3.067052639005,,0.21319240215520502,,,,,,,,1972984.0,0.537893874347061,,,,,,,,5713.45162467673,1955.321,,,,
Africa Eastern and Southern,1996,968.1999940201,13178400.0,231500.0,80.8813652353474,14.2982304454248,4.82027702979579,2.40834620465969,43.8391869851,,812.794980940631,8.02965740582921,75.2083757800173,10.4417630180872,0.00039098940380700005,4.60390022983511,1.1901717451905,,,5854260.0,1.63714955222042,,,,,0.112752212160974,,,,,,,,1020636.0,0.28542185866838804,,,,,,,,5861.05905774744,1955.321,,,,
Africa Eastern and Southern,1995,887.2999949828,12153400.0,212500.0,81.2753024981275,13.9163540579659,4.80918034741727,2.36802136017224,43.1053902826,,733.306039479953,6.85010626441112,74.4730507482303,10.9694670431788,0.000414035896549,4.67901966690434,1.3497570227509201,,,5456482.0,1.56704616122248,,,,,0.08649631056184601,,,,,,,,572098.0,0.164300729636764,,,,,,,,6020.10193681437,1955.321,,,,
Africa Eastern and Southern,1994,894.1000067145,11775500.0,233400.0,82.2597026592075,12.9601086271593,4.78090962553224,,41.9538802466,,722.739142745771,8.23804282942844,75.2820390647482,10.956611210441,0.00042790904942100003,4.14943405224159,1.1352427081156,,,5110633.0,1.50618643524761,,,,,0.031709733637147006,,,,,,,,350569.0,0.11772061009851101,,,,,,,,6177.99506469026,1955.321,,,,
Africa Eastern and Southern,1993,850.6999935808,11082400.0,233800.0,83.0626451391089,11.9345622822916,5.0034108354949,,39.3733556275,,721.294151228669,7.72338174473406,76.2379765218316,11.1310005079771,0.00044126860289300004,3.20140371398905,0.8944514580642051,,,4849545.0,1.46669845113227,,,,,0.014629494142563001,,,,,,,,46652.0,0.016028156874526002,,,,,,,,6340.79755629785,1955.321,,,,
Africa Eastern and Southern,1992,764.6000094934,10302700.0,220400.0,83.5080727785566,11.4151877188567,5.07720789380213,,39.2085549215,,722.73546381097,8.2614702464376,74.6161235134069,11.7140018979721,0.000457649706906,4.25065047774514,0.866330895173509,,,4651690.0,1.44456822634339,,,,,0.005040808364487,,,,,,,,16522.0,0.005824164402796,,,,,,,,7435.30815885344,1830.521,,,,
Africa Eastern and Southern,1991,618.800004229,10802900.0,227200.0,84.4145318566003,10.5058632439393,5.07993619461205,,37.2900875486,,753.929969900532,7.38606057014165,73.4779902315076,12.8979780212612,0.0,4.1408296828317,0.8631256972306671,,,4587953.0,1.47204063915524,,,,,0.0017323024888050002,,,,,,,,9600.0,0.00306012952109,,,,,,,,7621.57856357546,1830.521,,,,
Africa Eastern and Southern,1990,652.4999981448,11257400.0,232100.0,84.9139089427247,9.79777489796167,5.19292860710335,,37.1064201759,,772.930915967931,6.80149368500937,74.0804617097839,11.942703876125499,0.0,3.86679076640677,0.858117254942915,,,4385064.0,1.44710621965375,,,,,0.0,,,,,,,,7880.0,0.002582142655672,,,,,,,,7824.36367420055,1830.521,,,,
Africa Eastern and Southern,1989,695.3000008686,11110800.0,220100.0,94.1676371747389,3.96931808317657,1.6266115223602,,,,785.227874961276,5.99272952277825,72.6135454262326,12.2617469915849,0.00046954687108700005,5.21150072220268,0.7047898535026781,,,4092982.0,1.39054844180459,,,,,,,,,,,,,3980.0,0.0013425755367200002,,,,,,,,8052.18201005873,1830.521,,,,
Africa Eastern and Southern,1988,701.5999988021,10931600.0,202200.0,94.618837451125,3.71531910981159,1.46115477360764,,,,786.878738021714,5.62404765202937,72.4076655591772,12.4060197394467,0.0,5.09078116327145,0.8742578534465971,,,3817011.0,1.3348494223071299,,,,,,,,,,,,,0.0,0.0,,,,,,,,8286.85076800185,1830.521,,,,
Africa Eastern and Southern,1987,694.2000133099,9837400.0,203000.0,95.031584681099,3.50159564441778,1.29576320433839,,,,779.833840967249,5.94991191097433,75.6526287028451,11.0092894809258,0.0,3.13093328240117,0.9564907254814031,,,3568338.0,1.2853671444788901,,,,,,,,,,,,,0.0,0.0,,,,,,,,8536.07654302724,1830.521,,,,
Africa Eastern and Southern,1986,608.1000158712,8825600.0,195400.0,97.0547855270406,2.17790868332625,0.5995963835989471,,,,787.450794137127,5.06604151180742,72.6435897005267,12.623344744365,0.0005206791265610001,4.58353835112378,0.8893199481676041,,,3376154.0,1.25377088467902,,,,,,,,,,,,,0.0,0.0,,,,,,,,8806.58422236437,1830.521,,,,
Africa Eastern and Southern,1985,664.4999902995,9385300.0,211900.0,97.2438790659233,2.10017043343856,0.536067451327773,,,,778.356069147952,6.7516262566528695,74.3053815030624,12.9214809627637,0.001615521687363,2.8621659227792797,0.848687393095042,,,3090838.0,1.18268965116224,,,,,,,,,,,,,0.0,0.0,,,,,,,,9086.11733639096,1830.521,,,,
Africa Eastern and Southern,1984,682.6999922918,9474400.0,207500.0,97.5027088718153,2.02370909604487,0.47358203213572103,,,,761.387803751124,6.73415328748554,74.9456525148335,12.8771081103985,0.0,2.22243643185797,0.9076600255460721,,,2897816.0,1.14195656237037,,,,,,,,,,,,,0.0,0.0,,,,,,,,9371.76023936384,1830.521,,,,
Africa Eastern and Southern,1983,613.5999866651,8973900.0,208000.0,81.0448479818521,13.259941847274,5.69521017087397,,,,725.522129035256,8.24130126527051,75.5587320712664,14.3444573139774,0.0,0.0,1.04105487149089,,,2775924.0,1.12624419658964,,,,,,,,,,,,,0.0,0.0,,,,,,,,9662.60410511699,1830.521,,,,
Africa Eastern and Southern,1982,528.3000108301,9088900.0,206700.0,81.1070523976121,13.199749404724,5.69319819766387,,,,722.958646293052,7.80215059723415,75.1107183403931,14.8025844074112,0.0,0.0,1.02524080053035,,,2602325.0,1.08778728137668,,,,,,,,,,,,,0.0,0.0,,,,,,,,9957.63292030855,1830.521,,,,
Africa Eastern and Southern,1981,516.0999968799,9063100.0,211800.0,81.1726538018551,13.1362698476605,5.69107635053384,,,,715.159312245504,7.63263389793781,74.2870895663637,15.5333171645557,0.0,0.0,1.12474476420182,,,2402343.0,1.03580052842938,,,,,,,,,,,,,0.0,0.0,,,,,,,,10246.260576204,1830.521,,,,
Africa Eastern and Southern,1980,454.3999967502,8614600.0,204800.0,81.2419382708857,13.0692263527858,5.68883537634681,,,,693.028376784259,8.0916702674939,72.9195306891863,16.4294871685256,0.0,0.0,1.23650083479361,,,2208330.0,1.02805571229005,,,,,,,,,,,,,0.0,0.0,,,,,,,,10554.4741035442,1830.521,,,,
Africa Eastern and Southern,1979,462.2000007706,7515200.0,188200.0,67.1503022717536,24.0942482170998,8.75544951111003,,,,659.851480794767,8.01647077219775,70.390446050426,18.8552591919062,0.0,0.0,1.33644765920565,,,2054374.0,0.9831412212937211,,,,,,,,,,,,,0.0,0.0,,,,,,,,10907.9821761147,1830.521,,,,
Africa Eastern and Southern,1978,391.1000072733,6195600.0,170300.0,67.3962221942715,23.9697719614694,8.634005844296,,,,626.043267036578,8.22256682912421,69.8101768940084,19.5223335787361,0.0,0.0,1.2467299150256501,,,1917201.0,0.9771881076798951,,,,,,,,,,,,,0.0,0.0,,,,,,,,11279.5089720363,1830.521,,,,
Africa Eastern and Southern,1977,326.2000020295,5798900.0,161800.0,67.6565168177821,23.838019723669902,8.50546345854807,,,,608.444225898731,7.34792862121313,68.3766759277346,20.8392493593894,0.0,0.0,1.36405193836914,,,1800815.0,0.9127029549735111,,,,,,,,,,,,,0.0,0.0,,,,,,,,11639.6455654448,1830.521,,,,
Africa Eastern and Southern,1976,304.200004153,6040400.0,193500.0,67.9324844473203,23.69833434668,8.3691812060374,,,,604.21405008486,7.39825681147485,69.6896996318636,19.3500482962416,0.0,0.0,1.53943071977178,,,1701797.0,0.870190826369553,,,,,,,,,,,,,0.0,0.0,,,,,,,,11986.4647027613,1830.521,,,,
Africa Eastern and Southern,1975,270.8000021505,5333100.0,173500.0,68.2255845942158,23.5499770747256,8.2244383310586,,,,584.045885813789,7.50163621064004,70.5004694346224,18.495371368906,0.0,0.0,1.58784841068969,,,1607817.0,0.8757588781476071,,,,,,,,,,,,,0.0,0.0,,,,,,,,12342.9037108122,1830.521,,,,
Africa Eastern and Southern,1974,261.3000076339,5126100.0,150400.0,68.7361419068951,23.2215447154242,8.04231337768076,,,,564.563027920328,7.4413886132819,70.1525836362813,18.6077824440519,0.0,0.0,1.81112647993571,,,1268129.0,0.7732164019747371,,,,,,,,,,,,,,,,,,,,,,12714.3692381057,1830.521,,,,
Africa Eastern and Southern,1973,213.0999977514,4808000.0,155800.0,56.3486100676,34.156649136,9.4947407964,,,,538.778544294997,7.29753672761277,72.8984719232692,15.4913159148597,0.0,0.0,2.17190927740036,,,1268129.0,0.773571514370305,,,,,,,,,,,,,,,,,,,,,,13097.4271331516,1830.521,,,,
Africa Eastern and Southern,1972,150.5000025556,4074500.0,157100.0,57.5153374233,33.4675357873,9.0171267894,,,,515.185446828428,7.11466140346198,72.1392321171143,16.1105104944366,0.0,0.0,2.30564897149694,,,1268129.0,0.7734991336849091,,,,,,,,,,,,,,,,,,,,,,13480.6357767536,1830.521,,,,
Africa Eastern and Southern,1971,138.7999999601,3775300.0,160400.0,58.7314017228,32.7492821718,8.5193161055,,,,481.869488501377,7.85424859078064,75.8957865285927,12.1495104580699,0.0,0.0,2.49283324647605,,,1268129.0,0.7732769417963671,,,,,,,,,,,,,,,,,,,,,,13870.0070119829,1830.521,,,,
Africa Eastern and Southern,1970,127.4999979809,3418300.0,152300.0,60.0,32.0,8.0,,,,,,,,,,,,,1266528.0,0.771958056645876,,,,,,,,,,,,,0.0,0.0,,,,,,,,14279.3527000686,1830.521,,,,
Africa Eastern and Southern,1969,,,,,,,,,,,,,,,,,,,1002264.0,0.7931987420322171,,,,,,,,,,,,,,,,,,,,,,14702.4121349595,1830.521,,,,
Africa Eastern and Southern,1968,,,,,,,,,,,,,,,,,,,1002264.0,0.793241386460741,,,,,,,,,,,,,,,,,,,,,,15136.3840778213,1830.521,,,,
Africa Eastern and Southern,1967,,,,,,,,,,,,,,,,,,,1002264.0,0.7932858415683961,,,,,,,,,,,,,,,,,,,,,,15580.265632949,1830.521,,,,
Africa Eastern and Southern,1966,,,,,,,,,,,,,,,,,,,1002264.0,0.7932358244890021,,,,,,,,,,,,,,,,,,,,,,16032.0148964568,1830.521,,,,
Africa Eastern and Southern,1965,,,,,,,,,,,,,,,,,,,1000663.0,0.8024198547330941,,,,,,,,,,,,,0.0,0.0,,,,,,,,16492.7850321724,1830.521,,,,
Africa Eastern and Southern,1964,,,,,,,,,,,,,,,,,,,802701.0,0.844889227805325,,,,,,,,,,,,,,,,,,,,,,16965.5221170593,1830.521,,,,
Africa Eastern and Southern,1963,,,,,,,,,,,,,,,,,,,802701.0,0.844147336182397,,,,,,,,,,,,,,,,,,,,,,17447.1974799082,1830.521,,,,
Africa Eastern and Southern,1962,,,,,,,,,,,,,,,,,,,802701.0,0.8433021962197821,,,,,,,,,,,,,,,,,,,,,,17934.9905446796,1830.521,,,,
Africa Eastern and Southern,1961,,,,,,,,,,,,,,,,,,,802701.0,0.84236798921054,,,,,,,,,,,,,,,,,,,,,,18434.0087880825,1830.521,,,,
Africa Eastern and Southern,1960,,,,,,,,,,,,,,,,,,,802701.0,0.83700459546021,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
Africa Western and Central,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,2021,28.163338741,7425487.428,134532.013,,,,,,,,,,,,,,1715876.0,0.35883031555620604,2549940.0,0.542206587891879,,,4.57076001547026,,46.9904973070537,,,,,,,,461299918.0,96.4687397246526,,,,,,,,,,,,,
Africa Western and Central,2020,,5328945.184,92611.349,66.5440531387841,24.5448672746499,8.91106988207433,1.6976100271802101,32.2281078,8086560.0,,,,,,,,1767934.0,0.388434069390146,2611923.0,0.5791812941452551,,2.93793548221786,5.57488623100169,956661295.560767,41.7498190724143,,,3970860000.0,,,,,458652293.0,98.3833152745622,3970860000.0,,,,,,,4072.25306609591,1898.44,,44.8702037655097,,
Africa Western and Central,2019,32.2950492034015,11384912.6350313,158874.79,66.5440531387841,24.5448672746499,8.91106988207433,1.6976100271802101,32.2281078,8597710.38,,,,,,,,1210108.0,0.269670766137041,2431126.0,0.5532100064808371,0.025385906492289,3.19240638525054,4.99347904860009,1127349407.69012,35.2764479325331,,,,,,,,423111445.0,93.1335681658221,,,,,,,,4178.7687962245,1898.44,,42.8763813350208,,
Africa Western and Central,2018,39.6632286707762,12337766.2823005,157126.726523888,66.369652677659,24.6712871265998,8.9590601957042,1.6877283980531401,32.040511,7937725.09,,,,,,,,1084105.0,0.26975970531674404,2531706.0,0.617882128400965,0.053094813782591004,2.79781706732642,6.27901205722474,1312760082.31867,32.0893370172076,,,,,,,,384382192.0,92.5819747932916,,,,,,,,4288.83681702676,1898.44,,88.2205044057307,,
Africa Western and Central,2017,41.3291975825265,8837017.0,151203.0,64.8224745594245,25.8067615021285,9.37076393840823,1.6126286755283301,30.6147878277,7324816.16,,,,,,,,980402.0,0.23446247130712503,2652247.0,0.6220936613175311,0.032597976713560003,2.95518547574824,10.1688224347324,1266181831.4542,27.0812193846418,,,,,,,,358816819.0,83.225379057631,,,,,,,,4403.31610775543,1898.44,,107.867838281575,,
