,id,id_x,value,title,unit,id_y,Aggregationmethod,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Generalcomments,Limitationsandexceptions,Relatedsourcelinks,Shortdefinition,Statisticalconceptandmethodology,Unitofmeasure,Derivationmethod
10,SI.POV.MDIM,SI.POV.MDIM,Multidimensional poverty headcount ratio (% of total population),Multidimensional poverty headcount ratio,% of total population,SI.POV.MDIM,,Multidimensional poverty headcount ratio (% of total population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The compiled data of multidimensional poverty is not intended to be comparable across countries due to national definitions. For instance, key parameters to calculate the measure such as the number of indicators, the weight allocated to each indicator etc, are tailored to the country specific context.",,The percentage of people who are multidimensionally poor,,%,"The design of a measure of multidimensional poverty is different in each country, but regardless of the exact methodology selected, it still follows a similar process to define the features of the measure, which include: i) the purpose of the measure; ii) the unit of identification (most frequently either the household or the individuals); iii) the dimensions and respective indicators that delimit which deprivations should be measured; iv) the methodology for developing the measure (including deprivation cut-offs, weights, and poverty cut-offs).

The most commonly used method is the Alkire Foster (AF) methodology which identifies dimensions, typically health, education and living standards and several indicators in each dimension. The unit of analysis could be either the individual or the household. The individuals or households are considered as multidimensionally poor if they are deprived in multiple dimensions, exceeding certain thresholds. 

EU Member States, Island, Norway, Albania, Kosovo, North Macedonia, Montenegro and Turkey have a different approach to measure the multidimensional poverty using the concept of ""people at risk of poverty or social exclusion"" (AROPE) calculated by EUROSTAT using the data from EU statistics on income and living conditions (EU-SILC). AROPE consists of three components, and individuals are considered as ""at risk of poverty or social exclusion"" if they are ""at risk of poverty"" or ""severely materially and socially deprived"" or ""living in a household with a very low work intensity""."
11,SI.POV.MDIM.17,SI.POV.MDIM.17,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)","Multidimensional poverty headcount ratio, children",% of population ages 0-17,SI.POV.MDIM.17,,"Multidimensional poverty headcount ratio, children (% of child population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The compiled data of multidimensional poverty is not intended to be comparable across countries due to national definitions. For instance, key parameters to calculate the measure such as the number of indicators, the weight allocated to each indicator etc, are tailored to the country specific context.",,The percentage of children who are multidimensionally poor,,%,"The design of a measure of multidimensional poverty is different in each country, but regardless of the exact methodology selected, it still follows a similar process to define the features of the measure, which include: i) the purpose of the measure; ii) the unit of identification (most frequently either the household or the individuals); iii) the dimensions and respective indicators that delimit which deprivations should be measured; iv) the methodology for developing the measure (including deprivation cut-offs, weights, and poverty cut-offs).

The most commonly used method is the Alkire Foster (AF) methodology which identifies dimensions, typically health, education and living standards and several indicators in each dimension. The unit of analysis could be either the individual or the household. The individuals or households are considered as multidimensionally poor if they are deprived in multiple dimensions, exceeding certain thresholds. 

EU Member States, Island, Norway, Albania, Kosovo, North Macedonia, Montenegro and Turkey have a different approach to measure the multidimensional poverty using the concept of ""people at risk of poverty or social exclusion"" (AROPE) calculated by EUROSTAT using the data from EU statistics on income and living conditions (EU-SILC). AROPE consists of three components, and individuals are considered as ""at risk of poverty or social exclusion"" if they are ""at risk of poverty"" or ""severely materially and socially deprived"" or ""living in a household with a very low work intensity""."
12,SI.POV.MDIM.FE,SI.POV.MDIM.FE,"Multidimensional poverty headcount ratio, female (% of female population)","Multidimensional poverty headcount ratio, female",% of female population,SI.POV.MDIM.FE,,"Multidimensional poverty headcount ratio, female (% of female population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The compiled data of multidimensional poverty is not intended to be comparable across countries due to national definitions. For instance, key parameters to calculate the measure such as the number of indicators, the weight allocated to each indicator etc, are tailored to the country specific context.",,The percentage of female population who are multidimensionally poor,,%,"The design of a measure of multidimensional poverty is different in each country, but regardless of the exact methodology selected, it still follows a similar process to define the features of the measure, which include: i) the purpose of the measure; ii) the unit of identification (most frequently either the household or the individuals); iii) the dimensions and respective indicators that delimit which deprivations should be measured; iv) the methodology for developing the measure (including deprivation cut-offs, weights, and poverty cut-offs).

The most commonly used method is the Alkire Foster (AF) methodology which identifies dimensions, typically health, education and living standards and several indicators in each dimension. The unit of analysis could be either the individual or the household. The individuals or households are considered as multidimensionally poor if they are deprived in multiple dimensions, exceeding certain thresholds. 

EU Member States, Island, Norway, Albania, Kosovo, North Macedonia, Montenegro and Turkey have a different approach to measure the multidimensional poverty using the concept of ""people at risk of poverty or social exclusion"" (AROPE) calculated by EUROSTAT using the data from EU statistics on income and living conditions (EU-SILC). AROPE consists of three components, and individuals are considered as ""at risk of poverty or social exclusion"" if they are ""at risk of poverty"" or ""severely materially and socially deprived"" or ""living in a household with a very low work intensity""."
13,SI.POV.MDIM.HH,SI.POV.MDIM.HH,"Multidimensional poverty headcount ratio, household (% of total households)","Multidimensional poverty headcount ratio, household",% of total households,SI.POV.MDIM.HH,,"Multidimensional poverty headcount ratio, household (% of total households)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The compiled data of multidimensional poverty is not intended to be comparable across countries due to national definitions. For instance, key parameters to calculate the measure such as the number of indicators, the weight allocated to each indicator etc, are tailored to the country specific context.",,The percentage of households who are multidimensionally poor,,%,"The design of a measure of multidimensional poverty is different in each country, but regardless of the exact methodology selected, it still follows a similar process to define the features of the measure, which include: i) the purpose of the measure; ii) the unit of identification (most frequently either the household or the individuals); iii) the dimensions and respective indicators that delimit which deprivations should be measured; iv) the methodology for developing the measure (including deprivation cut-offs, weights, and poverty cut-offs).

The most commonly used method is the Alkire Foster (AF) methodology which identifies dimensions, typically health, education and living standards and several indicators in each dimension. The unit of analysis could be either the individual or the household. The individuals or households are considered as multidimensionally poor if they are deprived in multiple dimensions, exceeding certain thresholds. 

EU Member States, Island, Norway, Albania, Kosovo, North Macedonia, Montenegro and Turkey have a different approach to measure the multidimensional poverty using the concept of ""people at risk of poverty or social exclusion"" (AROPE) calculated by EUROSTAT using the data from EU statistics on income and living conditions (EU-SILC). AROPE consists of three components, and individuals are considered as ""at risk of poverty or social exclusion"" if they are ""at risk of poverty"" or ""severely materially and socially deprived"" or ""living in a household with a very low work intensity""."
14,SI.POV.MDIM.MA,SI.POV.MDIM.MA,"Multidimensional poverty headcount ratio, male (% of male population)","Multidimensional poverty headcount ratio, male",% of male population,SI.POV.MDIM.MA,,"Multidimensional poverty headcount ratio, male (% of male population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The compiled data of multidimensional poverty is not intended to be comparable across countries due to national definitions. For instance, key parameters to calculate the measure such as the number of indicators, the weight allocated to each indicator etc, are tailored to the country specific context.",,The percentage of male population who are multidimensionally poor,,%,"The design of a measure of multidimensional poverty is different in each country, but regardless of the exact methodology selected, it still follows a similar process to define the features of the measure, which include: i) the purpose of the measure; ii) the unit of identification (most frequently either the household or the individuals); iii) the dimensions and respective indicators that delimit which deprivations should be measured; iv) the methodology for developing the measure (including deprivation cut-offs, weights, and poverty cut-offs).

The most commonly used method is the Alkire Foster (AF) methodology which identifies dimensions, typically health, education and living standards and several indicators in each dimension. The unit of analysis could be either the individual or the household. The individuals or households are considered as multidimensionally poor if they are deprived in multiple dimensions, exceeding certain thresholds. 

EU Member States, Island, Norway, Albania, Kosovo, North Macedonia, Montenegro and Turkey have a different approach to measure the multidimensional poverty using the concept of ""people at risk of poverty or social exclusion"" (AROPE) calculated by EUROSTAT using the data from EU statistics on income and living conditions (EU-SILC). AROPE consists of three components, and individuals are considered as ""at risk of poverty or social exclusion"" if they are ""at risk of poverty"" or ""severely materially and socially deprived"" or ""living in a household with a very low work intensity""."
15,SI.POV.MDIM.XQ,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),Multidimensional poverty index,scale 0-1,SI.POV.MDIM.XQ,,Multidimensional poverty index (scale 0-1),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The MPI here is a national MPI reported by each country and differs from the global MPI collected by the UNDP. Unlike the global MPI which uses the same dimensions and indicators, the national MPI is calculated using different dimensions and indicators by each country, therefore, it is not comparable across countries.",,Proportion of the population that is multidimensionally poor adjusted by the intensity of the deprivations,,,The Multidimensional poverty index is calculated by multiplying multidimensional  poverty headcount and average number of deprivations (intensity).
16,SI.POV.MDIM.17.XQ,SI.POV.MDIM.17.XQ,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)","Multidimensional poverty index, children",population ages 0-17,SI.POV.MDIM.17.XQ,,"Multidimensional poverty index, children (scale 0-1)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"The MPI here is a national MPI reported by each country and differs from the global MPI collected by the UNDP. Unlike the global MPI which uses the same dimensional and indicators, the national MPI is calculated using different dimensions and indicators by each country, therefore, it is not comparable across countries.",,Proportion of the child population that is multidimensionally poor adjusted by the intensity of the deprivations,,,The Multidimensional poverty index for  children is calculated by multiplying multidimensional  poverty headcount and average number of deprivations (intensity) of children.
17,SI.POV.MDIM.IT,SI.POV.MDIM.IT,Multidimensional poverty intensity (average share of deprivations experienced by the poor),Multidimensional poverty intensity,average share of deprivations experienced by the poor,SI.POV.MDIM.IT,,Multidimensional poverty intensity,CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,,Government statistical agencies. Data for EU countires are from the EUROSTAT,Poverty:Multidimensional poverty,,,"It should be noted that the intensity is not comparable across diffferent countries as it depends on the parameters used in the methodology such as what kind of dimensions and indicators are used, and how the weight is constructed, which varies significantly across countries.",,The average percentage of dimensions in which poor people are deprived,,%,"The multidimensional headcount is a useful measure, but it does not increase if poor people become more deprived. Because of that, we need a different set of measures, which is the average number of deprivations, also known as intensity. Intensity is calculated by adding up the proportion of total deprivations each person suffers and dividing by the total number of poor persons."
18,EN.POP.SLUM.UR.ZS,EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population),Population living in slums,% of urban population,EN.POP.SLUM.UR.ZS,Weighted average,Population living in slums (% of urban population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Population living in slums is the proportion of the urban population living in slum households. A slum household is defined as a group of individuals living under the same roof lacking one or more of the following conditions: access to improved water, access to improved sanitation, sufficient living area, housing durability, and security of tenure, as adopted in the Millennium Development Goal Target 7.D. The successor, the Sustainable Development Goal 11.1.1, considers inadequate housing (housing affordability) to complement the above definition of slums/informal settlements.",Annual,United Nations Human Settlements Programme (UN-HABITAT),Environment: Density & urbanization,,,,,,,,
19,SI.POV.GAPS,SI.POV.GAPS,Poverty gap at $2.15 a day (2017 PPP) (%),Poverty gap at $2.15 a day,2017 PPP,SI.POV.GAPS,,Poverty gap at $2.15 a day (2017 PPP) (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Poverty gap at $2.15 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $2.15 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",Annual,"World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Poverty rates,"The World Bank Group is committed to reducing extreme poverty to 3 percent or less, globally, by 2030. Monitoring poverty is important on the global development agenda as well as on the national development agenda of many countries. The World Bank produced its first global poverty estimates for developing countries for World Development Report 1990: Poverty (World Bank 1990) using household survey data for 22 countries (Ravallion, Datt, and van de Walle 1991). Since then there has been considerable expansion in the number of countries that field household income and expenditure surveys.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,"Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.","World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/","Poverty gap at $2.15 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $2.15 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.","International comparisons of poverty estimates entail both conceptual and practical problems. Countries have different definitions of poverty, and consistent comparisons across countries can be difficult. Local poverty lines tend to have higher purchasing power in rich countries, where more generous standards are used, than in poor countries.

Since World Development Report 1990, the World Bank has aimed to apply a common standard in measuring extreme poverty, anchored to what poverty means in the world's poorest countries. The welfare of people living in different countries can be measured on a common scale by adjusting for differences in the purchasing power of currencies. The commonly used $1 a day standard, measured in 1985 international prices and adjusted to local currency using purchasing power parities (PPPs), was chosen for World Development Report 1990 because it was typical of the poverty lines in low-income countries at the time. As differences in the cost of living across the world evolve, the international poverty line has to be periodically updated using new PPP price data to reflect these changes. The last change was in September 2022, when we adopted $2.15 as the international poverty line using the 2017 PPP. Poverty measures based on international poverty lines attempt to hold the real value of the poverty line constant across countries, as is done when making comparisons over time. The $3.65 poverty line is derived from typical national poverty lines in countries classified as Lower Middle Income. The $6.85 poverty line is derived from typical national poverty lines in countries classified as Upper Middle Income.

Early editions of World Development Indicators used PPPs from the Penn World Tables to convert values in local currency to equivalent purchasing power measured in U.S dollars. Later editions used 1993, 2005, and 2017 consumption PPP estimates produced by the World Bank. The current extreme poverty line is set at $2.15 a day in 2017 PPP terms, which represents the mean of the poverty lines found in 15 of the poorest countries ranked by per capita consumption. The new poverty line maintains the same standard for extreme poverty - the poverty line typical of the poorest countries in the world - but updates it using the latest information on the cost of living in developing countries. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.

The statistics reported here are based on consumption data or, when unavailable, on income surveys.",%,
20,SI.POV.LMIC.GP,SI.POV.LMIC.GP,Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $3.65 a day,2017 PPP,SI.POV.LMIC.GP,,Poverty gap at $3.65 a day (2017 PPP) (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Poverty gap at $3.65 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $3.65 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",Annual,"World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Poverty rates,"The World Bank Group is committed to reducing extreme poverty to 3 percent or less, globally, by 2030. Monitoring poverty is important on the global development agenda as well as on the national development agenda of many countries. The World Bank produced its first global poverty estimates for developing countries for World Development Report 1990: Poverty (World Bank 1990) using household survey data for 22 countries (Ravallion, Datt, and van de Walle 1991). Since then there has been considerable expansion in the number of countries that field household income and expenditure surveys.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,"Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.","World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/","Poverty gap at $3.65 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $3.65 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.","International comparisons of poverty estimates entail both conceptual and practical problems. Countries have different definitions of poverty, and consistent comparisons across countries can be difficult. Local poverty lines tend to have higher purchasing power in rich countries, where more generous standards are used, than in poor countries.

Since World Development Report 1990, the World Bank has aimed to apply a common standard in measuring extreme poverty, anchored to what poverty means in the world's poorest countries. The welfare of people living in different countries can be measured on a common scale by adjusting for differences in the purchasing power of currencies. The commonly used $1 a day standard, measured in 1985 international prices and adjusted to local currency using purchasing power parities (PPPs), was chosen for World Development Report 1990 because it was typical of the poverty lines in low-income countries at the time. As differences in the cost of living across the world evolve, the international poverty line has to be periodically updated using new PPP price data to reflect these changes. The last change was in September 2022, when we adopted $2.15 as the international poverty line using the 2017 PPP. Poverty measures based on international poverty lines attempt to hold the real value of the poverty line constant across countries, as is done when making comparisons over time. The $3.65 poverty line is derived from typical national poverty lines in countries classified as Lower Middle Income. The $6.85 poverty line is derived from typical national poverty lines in countries classified as Upper Middle Income.

Early editions of World Development Indicators used PPPs from the Penn World Tables to convert values in local currency to equivalent purchasing power measured in U.S dollars. Later editions used 1993, 2005, and 2017 consumption PPP estimates produced by the World Bank. The current extreme poverty line is set at $2.15 a day in 2017 PPP terms, which represents the mean of the poverty lines found in 15 of the poorest countries ranked by per capita consumption. The new poverty line maintains the same standard for extreme poverty - the poverty line typical of the poorest countries in the world - but updates it using the latest information on the cost of living in developing countries. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.

The statistics reported here are based on consumption data or, when unavailable, on income surveys.",%,
21,SI.POV.UMIC.GP,SI.POV.UMIC.GP,Poverty gap at $6.85 a day (2017 PPP) (%),Poverty gap at $6.85 a day,2017 PPP,SI.POV.UMIC.GP,,Poverty gap at $6.85 a day (2017 PPP) (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Poverty gap at $6.85 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $6.85 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",Annual,"World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Poverty rates,"The World Bank Group is committed to reducing extreme poverty to 3 percent or less, globally, by 2030. Monitoring poverty is important on the global development agenda as well as on the national development agenda of many countries. The World Bank produced its first global poverty estimates for developing countries for World Development Report 1990: Poverty (World Bank 1990) using household survey data for 22 countries (Ravallion, Datt, and van de Walle 1991). Since then there has been considerable expansion in the number of countries that field household income and expenditure surveys.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,"Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.","World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/","Poverty gap at $6.85 a day (2017 PPP) is the mean shortfall in income or consumption from the poverty line $6.85 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.","International comparisons of poverty estimates entail both conceptual and practical problems. Countries have different definitions of poverty, and consistent comparisons across countries can be difficult. Local poverty lines tend to have higher purchasing power in rich countries, where more generous standards are used, than in poor countries.

Since World Development Report 1990, the World Bank has aimed to apply a common standard in measuring extreme poverty, anchored to what poverty means in the world's poorest countries. The welfare of people living in different countries can be measured on a common scale by adjusting for differences in the purchasing power of currencies. The commonly used $1 a day standard, measured in 1985 international prices and adjusted to local currency using purchasing power parities (PPPs), was chosen for World Development Report 1990 because it was typical of the poverty lines in low-income countries at the time. As differences in the cost of living across the world evolve, the international poverty line has to be periodically updated using new PPP price data to reflect these changes. The last change was in September 2022, when we adopted $2.15 as the international poverty line using the 2017 PPP. Poverty measures based on international poverty lines attempt to hold the real value of the poverty line constant across countries, as is done when making comparisons over time. The $3.65 poverty line is derived from typical national poverty lines in countries classified as Lower Middle Income. The $6.85 poverty line is derived from typical national poverty lines in countries classified as Upper Middle Income.

Early editions of World Development Indicators used PPPs from the Penn World Tables to convert values in local currency to equivalent purchasing power measured in U.S dollars. Later editions used 1993, 2005, and 2017 consumption PPP estimates produced by the World Bank. The current extreme poverty line is set at $2.15 a day in 2017 PPP terms, which represents the mean of the poverty lines found in 15 of the poorest countries ranked by per capita consumption. The new poverty line maintains the same standard for extreme poverty - the poverty line typical of the poorest countries in the world - but updates it using the latest information on the cost of living in developing countries. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.

The statistics reported here are based on consumption data or, when unavailable, on income surveys.",%,
22,SI.POV.DDAY,SI.POV.DDAY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $2.15 a day,2017 PPP,SI.POV.DDAY,,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 purchasing power adjusted prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",Annual,"World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Poverty rates,"The World Bank Group is committed to reducing extreme poverty to 3 percent or less, globally, by 2030. Monitoring poverty is important on the global development agenda as well as on the national development agenda of many countries. The World Bank produced its first global poverty estimates for developing countries for World Development Report 1990: Poverty (World Bank 1990) using household survey data for 22 countries (Ravallion, Datt, and van de Walle 1991). Since then there has been considerable expansion in the number of countries that field household income and expenditure surveys.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,"Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.","World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/",Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 international prices.,"International comparisons of poverty estimates entail both conceptual and practical problems. Countries have different definitions of poverty, and consistent comparisons across countries can be difficult. Local poverty lines tend to have higher purchasing power in rich countries, where more generous standards are used, than in poor countries.

Since World Development Report 1990, the World Bank has aimed to apply a common standard in measuring extreme poverty, anchored to what poverty means in the world's poorest countries. The welfare of people living in different countries can be measured on a common scale by adjusting for differences in the purchasing power of currencies. The commonly used $1 a day standard, measured in 1985 international prices and adjusted to local currency using purchasing power parities (PPPs), was chosen for World Development Report 1990 because it was typical of the poverty lines in low-income countries at the time. As differences in the cost of living across the world evolve, the international poverty line has to be periodically updated using new PPP price data to reflect these changes. The last change was in September 2022, when we adopted $2.15 as the international poverty line using the 2017 PPP. Poverty measures based on international poverty lines attempt to hold the real value of the poverty line constant across countries, as is done when making comparisons over time. The $3.65 poverty line is derived from typical national poverty lines in countries classified as Lower Middle Income. The $6.85 poverty line is derived from typical national poverty lines in countries classified as Upper Middle Income.

Early editions of World Development Indicators used PPPs from the Penn World Tables to convert values in local currency to equivalent purchasing power measured in U.S dollars. Later editions used 1993, 2005, and 2017 consumption PPP estimates produced by the World Bank. The current extreme poverty line is set at $2.15 a day in 2017 PPP terms, which represents the mean of the poverty lines found in 15 of the poorest countries ranked by per capita consumption. The new poverty line maintains the same standard for extreme poverty - the poverty line typical of the poorest countries in the world - but updates it using the latest information on the cost of living in developing countries. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.

The statistics reported here are based on consumption data or, when unavailable, on income surveys.",%,
