,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,Generalcomments,BasePeriod,Unitofmeasure,Othernotes
62,EN.POP.EL5M.RU.ZS,EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population),Rural population living in areas where elevation is below 5 meters,% of total population,EN.POP.EL5M.RU.ZS,Weighted average,,Rural population living in areas where elevation is below 5 meters (% of total population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Rural population below 5m is the percentage of the total population, living in areas where the elevation is 5 meters or less.",Annual,"Center for International Earth Science Information Network - CIESIN - Columbia University, and CUNY Institute for Demographic Research - CIDR - City University of New York. 2021. Low Elevation Coastal Zone (LECZ) Urban-Rural Population and Land Area Estimates, Version 3. Palisades, NY: NASA Socioeconomic Data and Applications Center (SEDAC). https://doi.org/10.7927/d1x1-d702.",Population counts in low elevation zones in the year 1990 as described by GRUMPv1 input estimates allocated into 3 arc second grid cells. Population counts in low elevation zones in the year 2000 as described by GRUMPv1 input estimates allocated into 3 arc second grid cells. Population counts in low elevation zones in the year 2010 derived from the application of United Nations 2000-2010 national growth rates to year 2000 population data from GRUMPv1 ( see documentation for full description of methodologies ).,Environment: Land use,,,,
63,EN.ATM.SF6G.KT.CE,EN.ATM.SF6G.KT.CE,SF6 gas emissions (thousand metric tons of CO2 equivalent),SF6 gas emissions,thousand metric tons of CO2 equivalent,EN.ATM.SF6G.KT.CE,Gap-filled total,,SF6 gas emissions (thousand metric tons of CO2 equivalent),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Sulfur hexafluoride is used largely to insulate high-voltage electric power equipment.,Annual,"European Commission, Joint Research Centre (JRC)/Netherlands Environmental Assessment Agency (PBL). Emission Database for Global Atmospheric Research (EDGAR): http://edgar.jrc.ec.europa.eu/",,Environment: Emissions,,,,
64,AG.SRF.TOTL.K2,AG.SRF.TOTL.K2,Surface area (sq. km),Surface area,sq. km,AG.SRF.TOTL.K2,Sum,"Total surface area is particularly important for understanding an economy's agricultural capacity and the environmental effects of human activity. Innovations in satellite mapping and computer databases have resulted in more precise measurements of land and water areas.

Population, surface area, income, and output are basic measures of the size of an economy. They also provide a broad indication of actual and potential resources. Land area is therefore used as one of the major indicator to normalize other indicators.",Surface area (sq. km),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The data are collected by the Food and Agriculture Organization (FAO) of the United Nations through annual questionnaires. The FAO tries to impose standard definitions and reporting methods, but complete consistency across countries and over time is not possible.

The data collected from official national sources through the questionnaire are supplemented with information from official secondary data sources. The secondary sources cover official country data from websites of national ministries, national publications and related country data reported by various international organizations.","Surface area is a country's total area, including areas under inland bodies of water and some coastal waterways.",Annual,"Food and Agriculture Organization, electronic files and web site.","Total land area includes inland water bodies such as major rivers and lakes. Variations from year to year may be due to updated or revised data rather than to change in area. Including areas of former states; for example, the areas of the Union of Soviet Socialist Republics (USSR) are counted in Russian Federationand other successor states.",Environment: Land use,,,,Areas of former states are included in the successor states.
65,ER.FSH.PROD.MT,ER.FSH.PROD.MT,Total fisheries production (metric tons),Total fisheries production,metric tons,ER.FSH.PROD.MT,Sum,,Total fisheries production (metric tons),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Total fisheries production measures the volume of aquatic species caught by a country for all commercial, industrial, recreational and subsistence purposes. The harvest from mariculture, aquaculture and other kinds of fish farming is also included.",Annual,Food and Agriculture Organization.,,Environment: Agricultural production,,,,
66,EN.ATM.GHGT.ZG,EN.ATM.GHGT.ZG,Total greenhouse gas emissions (% change from 1990),Total greenhouse gas emissions,% change from 1990,EN.ATM.GHGT.ZG,Weighted average,"The addition of man-made greenhouse gases to the Atmosphere disturbs the earth's radiative balance. This is leading to an increase in the earth's surface temperature and to related effects on climate, sea level rise and world agriculture. Emissions of CO2 are from burning oil, coal and gas for energy use, burning wood and waste materials, and from industrial processes such as cement production. Emission intensity is the average emission rate of a given pollutant from a given source relative to the intensity of a specific activity. Emission intensities are also used to compare the environmental impact of different fuels or activities. The related terms - emission factor and carbon intensity - are often used interchangeably.

The carbon dioxide emissions of a country are only an indicator of one greenhouse gas. For a more complete idea of how a country influences climate change, gases such as methane and nitrous oxide should be taken into account. This is particularly important in agricultural economies.

The environmental effects of carbon dioxide are of significant interest. Carbon dioxide (CO2) makes up the largest share of the greenhouse gases contributing to global warming and climate change. Converting all other greenhouse gases (methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), Sulphur hexafluoride (SF6)) to carbon dioxide (or CO2) equivalents makes it possible to compare them and to determine their individual and total contributions to global warming. The Kyoto Protocol, an environmental agreement adopted in 1997 by many of the parties to the United Nations Framework Convention on Climate Change (UNFCCC), is working towards curbing CO2 emissions globally.",Total greenhouse gas emissions (% change from 1990),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"National reporting to the United Nations Framework Convention on Climate Change that follows the Intergovernmental Panel on Climate Change guidelines is based on national emission inventories and covers all sources of anthropogenic carbon dioxide emissions as well as carbon sinks (such as forests). To estimate emissions, the countries that are Parties to the Climate Change Convention (UNFCCC) use complex, state-of-the-art methodologies recommended by the Intergovernmental Panel on Climate Change (IPCC).","Total greenhouse gas emissions are composed of CO2 totals excluding short-cycle biomass burning (such as agricultural waste burning and savanna burning) but including other biomass burning (such as forest fires, post-burn decay, peat fires and decay of drained peatlands), all anthropogenic CH4 sources, N2O sources and F-gases (HFCs, PFCs and SF6). Each year of data shows the percentage change to that year from 1990.",Annual,"World Bank staff estimates from original source: European Commission, Joint Research Centre (JRC)/Netherlands Environmental Assessment Agency (PBL). Emission Database for Global Atmospheric Research (EDGAR): http://edgar.jrc.ec.europa.eu/.","The GHG totals are expressed in CO2 equivalent using the GWP100 metric of the Second Assessment Report of IPCC and include CO2 (GWP100=1), CH4 (GWP100=21), N2O (GWP100=310) and F-gases (c-C4F8 GWP=8700, C2F6 GWP=9200, C3F8 GWP=7000, C4F10 GWP=7000, C5F12 GWP=7500, C6F14 GWP=7400, C7F16 GWP=7820, CF4 GWP=6500, HFC-125 GWP=2800, HFC-134a GWP=1300, HFC-143a GWP=3800, HFC-152a GWP=140, HFC-227ea GWP=2900, HFC-23 GWP=11700, HFC-236fa GWP=6300, HFC-245fa GWP=858, HFC-32 GWP=650, HFC-365mfc GWP=804, HFC-43-10-mee GWP=1300, SF6 GWP=23900).",Environment: Emissions,,,,
67,EN.ATM.GHGT.KT.CE,EN.ATM.GHGT.KT.CE,Total greenhouse gas emissions (kt of CO2 equivalent),Total greenhouse gas emissions,kt of CO2 equivalent,EN.ATM.GHGT.KT.CE,Sum,"The addition of man-made greenhouse gases to the Atmosphere disturbs the earth's radiative balance. This is leading to an increase in the earth's surface temperature and to related effects on climate, sea level rise and world agriculture. Emissions of CO2 are from burning oil, coal and gas for energy use, burning wood and waste materials, and from industrial processes such as cement production. Emission intensity is the average emission rate of a given pollutant from a given source relative to the intensity of a specific activity. Emission intensities are also used to compare the environmental impact of different fuels or activities. The related terms - emission factor and carbon intensity - are often used interchangeably.

The carbon dioxide emissions of a country are only an indicator of one greenhouse gas. For a more complete idea of how a country influences climate change, gases such as methane and nitrous oxide should be taken into account. This is particularly important in agricultural economies.

The environmental effects of carbon dioxide are of significant interest. Carbon dioxide (CO2) makes up the largest share of the greenhouse gases contributing to global warming and climate change. Converting all other greenhouse gases (methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), Sulphur hexafluoride (SF6)) to carbon dioxide (or CO2) equivalents makes it possible to compare them and to determine their individual and total contributions to global warming. The Kyoto Protocol, an environmental agreement adopted in 1997 by many of the parties to the United Nations Framework Convention on Climate Change (UNFCCC), is working towards curbing CO2 emissions globally.",Total greenhouse gas emissions (kt of CO2 equivalent),Attribution-NonCommercial 4.0 International (CC BY-NC 4.0),https://creativecommons.org/licenses/by-nc/4.0/,"This series excludes Land-use Change & Forestry (LUCF). 

The world data includes international bunker fuel-related emissions and emissions from territories not part of the United Nations Framework Convention on Climate Change (UNFCCC).","Total greenhouse gas emissions in kt of CO2 equivalent are composed of CO2 totals excluding short-cycle biomass burning (such as agricultural waste burning and savanna burning) but including other biomass burning (such as forest fires, post-burn decay, peat fires and decay of drained peatlands), all anthropogenic CH4 sources, N2O sources and F-gases (HFCs, PFCs and SF6).",Annual,"Climate Watch Historical GHG Emissions (1990-2020). 2023. Washington, DC: World Resources Institute. Available online at: https://www.climatewatchdata.org/ghg-emissions","The GHG totals are expressed in CO2 equivalent using the GWP100 metric of the Second Assessment Report of IPCC and include CO2 (GWP100=1), CH4 (GWP100=21), N2O (GWP100=310) and F-gases (c-C4F8 GWP=8700, C2F6 GWP=9200, C3F8 GWP=7000, C4F10 GWP=7000, C5F12 GWP=7500, C6F14 GWP=7400, C7F16 GWP=7820, CF4 GWP=6500, HFC-125 GWP=2800, HFC-134a GWP=1300, HFC-143a GWP=3800, HFC-152a GWP=140, HFC-227ea GWP=2900, HFC-23 GWP=11700, HFC-236fa GWP=6300, HFC-245fa GWP=858, HFC-32 GWP=650, HFC-365mfc GWP=804, HFC-43-10-mee GWP=1300, SF6 GWP=23900).",Environment: Emissions,,,,
68,AG.LND.EL5M.UR.K2,AG.LND.EL5M.UR.K2,Urban land area where elevation is below 5 meters (sq. km),Urban land area where elevation is below 5 meters,sq. km,AG.LND.EL5M.UR.K2,Sum,"Scientists use the terms climate change and global warming to refer to the gradual increase in the Earth's surface temperature that has accelerated since the industrial revolution and especially over the past two decades. Most global warming has been caused by human activities that have changed the chemical composition of the atmosphere through a buildup of greenhouse gases - primarily carbon dioxide, methane, and nitrous oxide. Rising global temperatures will cause sea level rise and alter local climate conditions, affecting forests, crop yields, and water supplies, and may affect human health, animals, and many types of ecosystems.",Urban land area where elevation is below 5 meters (sq. km),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Urban land area below 5m is the total urban land area in square kilometers where the elevation is 5 meters or less.,Annual,"Center for International Earth Science Information Network - CIESIN - Columbia University, and CUNY Institute for Demographic Research - CIDR - City University of New York. 2021. Low Elevation Coastal Zone (LECZ) Urban-Rural Population and Land Area Estimates, Version 3. Palisades, NY: NASA Socioeconomic Data and Applications Center (SEDAC). https://doi.org/10.7927/d1x1-d702.",Elevation data used to generate the low elevation coastal zones come from the SRTM3 Enhanced Global Map developed by ISCIENCES. The ISCIENCES digital elevation model was created using NASA’s Jet Propulsion Laboratory Shuttle Radar Topography Mission data processed to 3 arc-seconds (SRTM3).,Environment: Land use,,,,
69,EN.POP.EL5M.UR.ZS,EN.POP.EL5M.UR.ZS,Urban population living in areas where elevation is below 5 meters (% of total population),Urban population living in areas where elevation is below 5 meters,% of total population,EN.POP.EL5M.UR.ZS,Weighted average,,Urban population living in areas where elevation is below 5 meters (% of total population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Urban population below 5m is the percentage of the total population, living in areas where the elevation is 5 meters or less.",Annual,"Center for International Earth Science Information Network - CIESIN - Columbia University, and CUNY Institute for Demographic Research - CIDR - City University of New York. 2021. Low Elevation Coastal Zone (LECZ) Urban-Rural Population and Land Area Estimates, Version 3. Palisades, NY: NASA Socioeconomic Data and Applications Center (SEDAC). https://doi.org/10.7927/d1x1-d702.",Population counts in low elevation zones in the year 1990 as described by GRUMPv1 input estimates allocated into 3 arc second grid cells. Population counts in low elevation zones in the year 2000 as described by GRUMPv1 input estimates allocated into 3 arc second grid cells. Population counts in low elevation zones in the year 2010 derived from the application of United Nations 2000-2010 national growth rates to year 2000 population data from GRUMPv1 ( see documentation for full description of methodologies ).,Environment: Land use,,,,
70,EG.CFT.ACCS.ZS,EG.CFT.ACCS.ZS,Access to clean fuels and technologies for cooking (% of population),Access to clean fuels and technologies for cooking,% of population,EG.CFT.ACCS.ZS,Weighted average,,Access to clean fuels and technologies for cooking  (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Access to clean fuels and technologies for cooking is the proportion of total population primarily using clean cooking fuels and technologies for cooking. Under WHO guidelines, kerosene is excluded from clean cooking fuels.",Annual,"IEA, IRENA, UNSD, World Bank, WHO. 2023. Tracking SDG 7: The Energy Progress Report. World Bank, Washington DC. © World Bank. License: Creative Commons Attribution—NonCommercial 3.0 IGO (CC BY-NC 3.0 IGO).","Data for access to clean fuels and technologies for cooking are based on the World Health Organization’s (WHO) Global Household Energy Database. They are collected among different sources: only data from nationally representative household surveys (including national censuses) were used. Survey sources include Demographic and Health Surveys (DHS) and Living Standards Measurement Surveys (LSMS), Multi-Indicator Cluster Surveys (MICS), the World Health Survey (WHS), other nationally developed and implemented surveys, and various government agencies (for example, ministries of energy and utilities). Trends in the proportion of the population using each fuel type are estimated using a single multivariate hierarchical model, with urban and rural disaggregation. Estimates for overall ‘polluting’ fuels (unprocessed biomass, charcoal, coal, and kerosene) and ‘clean’ fuels (gaseous fuels, electricity, as well as an aggregation of any other clean fuels like alcohol) are produced by aggregating estimates of relevant fuel types. The model was used to derive clean fuel use estimates for 191 countries (ref. Stoner, O., Shaddick, G., Economou, T., Gumy, S., Lewis, J., Lucio, I., Ruggeri, G. and Adair-Rohani, H. (2020), Global household energy model: a multivariate hierarchical approach to estimating trends in the use of polluting and clean fuels for cooking. J. R. Stat. Soc. C, 69: 815-839). Countries classified by the World Bank as high income (57 countries) in the 2022 fiscal year are assumed to have universal access to clean fuels and technologies for cooking.",Environment: Energy production & use,,,,
71,EG.CFT.ACCS.UR.ZS,EG.CFT.ACCS.UR.ZS,"Access to clean fuels and technologies for cooking, urban (% of urban population)","Access to clean fuels and technologies for cooking, urban",% of urban population,EG.CFT.ACCS.UR.ZS,Weighted average,,"Access to clean fuels and technologies for cooking, urban (% of urban population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Access to clean fuels and technologies for cooking, urban is the proportion of urban population primarily using clean cooking fuels and technologies for cooking. Under WHO guidelines, kerosene is excluded from clean cooking fuels.",Annual,"IEA, IRENA, UNSD, World Bank, WHO. 2023. Tracking SDG 7: The Energy Progress Report. World Bank, Washington DC. © World Bank. License: Creative Commons Attribution—NonCommercial 3.0 IGO (CC BY-NC 3.0 IGO).","Data for access to clean fuels and technologies for cooking are based on the World Health Organization’s (WHO) Global Household Energy Database. They are collected among different sources: only data from nationally representative household surveys (including national censuses) were used. Survey sources include Demographic and Health Surveys (DHS) and Living Standards Measurement Surveys (LSMS), Multi-Indicator Cluster Surveys (MICS), the World Health Survey (WHS), other nationally developed and implemented surveys, and various government agencies (for example, ministries of energy and utilities). Trends in the proportion of the population using each fuel type are estimated using a single multivariate hierarchical model, with urban and rural disaggregation. Estimates for overall ‘polluting’ fuels (unprocessed biomass, charcoal, coal, and kerosene) and ‘clean’ fuels (gaseous fuels, electricity, as well as an aggregation of any other clean fuels like alcohol) are produced by aggregating estimates of relevant fuel types. The model was used to derive clean fuel use estimates for 191 countries (ref. Stoner, O., Shaddick, G., Economou, T., Gumy, S., Lewis, J., Lucio, I., Ruggeri, G. and Adair-Rohani, H. (2020), Global household energy model: a multivariate hierarchical approach to estimating trends in the use of polluting and clean fuels for cooking. J. R. Stat. Soc. C, 69: 815-839). Countries classified by the World Bank as high income (57 countries) in the 2022 fiscal year are assumed to have universal access to clean fuels and technologies for cooking.",Environment: Energy production & use,,,,
72,EG.ELC.ACCS.ZS,EG.ELC.ACCS.ZS,Access to electricity (% of population),Access to electricity,% of population,EG.ELC.ACCS.ZS,Weighted average,"Maintaining reliable and secure electricity services while seeking to rapidly decarbonize power systems is a key challenge for countries throughout the world. More and more countries are becoming increasing dependent on reliable and secure electricity supplies to underpin economic growth and community prosperity. This reliance is set to grow as more efficient and less carbon intensive forms of power are developed and deployed to help decarbonize economies.

Energy is necessary for creating the conditions for economic growth. It is impossible to operate a factory, run a shop, grow crops or deliver goods to consumers without using some form of energy. Access to electricity is particularly crucial to human development as electricity is, in practice, indispensable for certain basic activities, such as lighting, refrigeration and the running of household appliances, and cannot easily be replaced by other forms of energy. Individuals' access to electricity is one of the most clear and un-distorted indication of a country's energy poverty status.

Electricity access is increasingly at the forefront of governments' preoccupations, especially in the developing countries. As a consequence, a lot of rural electrification programs and national electrification agencies have been created in these countries to monitor more accurately the needs and the status of rural development and electrification.

Use of energy is important in improving people's standard of living. But electricity generation also can damage the environment. Whether such damage occurs depends largely on how electricity is generated. For example, burning coal releases twice as much carbon dioxide - a major contributor to global warming - as does burning an equivalent amount of natural gas.",Access to electricity (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Access to electricity is the percentage of population with access to electricity. Electrification data are collected from industry, national surveys and international sources.",Annual,"IEA, IRENA, UNSD, World Bank, WHO. 2023. Tracking SDG 7: The Energy Progress Report. World Bank, Washington DC. © World Bank. License: Creative Commons Attribution—NonCommercial 3.0 IGO (CC BY-NC 3.0 IGO).","The World Bank’s Global Electrification Database (GED) compiles nationally representative household survey data, and occasionally census data, from sources going back as far as 1990. The database also incorporates data from the Socio-Economic Database for Latin America and the Caribbean (SEDLAC), Middle East and North Africa Poverty Database (MNAPOV) and the Europe and Central Asia Poverty Database (ECAPOV), which are based on similar surveys. At the time of this analysis, the GED contained 1,375 surveys for 149 countries in 1990-2021.",Environment: Energy production & use,,,,
73,NY.ADJ.SVNX.GN.ZS,NY.ADJ.SVNX.GN.ZS,"Adjusted net savings, excluding particulate emission damage (% of GNI)","Adjusted net savings, excluding particulate emission damage",% of GNI,NY.ADJ.SVNX.GN.ZS,Weighted average,,"Adjusted net savings, excluding particulate emission damage (% of GNI)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Adjusted net savings are equal to net national savings plus education expenditure and minus energy depletion, mineral depletion, net forest depletion, and carbon dioxide. This series excludes particulate emissions damage.",Annual,"World Bank staff estimates based on sources and methods in World Bank's ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (2011).",,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
74,NY.ADJ.SVNX.CD,NY.ADJ.SVNX.CD,"Adjusted net savings, excluding particulate emission damage (current US$)","Adjusted net savings, excluding particulate emission damage",current US$,NY.ADJ.SVNX.CD,,,"Adjusted net savings, excluding particulate emission damage (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Adjusted net savings are equal to net national savings plus education expenditure and minus energy depletion, mineral depletion, net forest depletion, and carbon dioxide. This series excludes particulate emissions damage.",Annual,"World Bank staff estimates based on sources and methods in World Bank's ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (2011).",,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
75,NY.ADJ.SVNG.CD,NY.ADJ.SVNG.CD,"Adjusted net savings, including particulate emission damage (current US$)","Adjusted net savings, including particulate emission damage",current US$,NY.ADJ.SVNG.CD,,,"Adjusted net savings, including particulate emission damage (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Adjusted net savings are equal to net national savings plus education expenditure and minus energy depletion, mineral depletion, net forest depletion, and carbon dioxide and particulate emissions damage.",Annual,"World Bank staff estimates based on sources and methods in World Bank's ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (2011).",,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
76,NY.ADJ.DCO2.GN.ZS,NY.ADJ.DCO2.GN.ZS,Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: carbon dioxide damage,% of GNI,NY.ADJ.DCO2.GN.ZS,Weighted average,,Adjusted savings: carbon dioxide damage (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Cost of damage due to carbon dioxide emissions from fossil fuel use and the manufacture of cement, estimated to be US$40 per ton of CO2 (the unit damage in 2017 US dollars for CO2 emitted in 2020) times the number of tons of CO2 emitted.",Annual,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,Pollution damage from emissions of carbon dioxide is calculated as the marginal social cost per unit multiplied by the increase in the stock of carbon dioxide. The unit damage figure represents the present value of global damage to economic assets and to human welfare over the time the unit of pollution remains in the atmosphere.,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
77,NY.ADJ.DCO2.CD,NY.ADJ.DCO2.CD,Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage,current US$,NY.ADJ.DCO2.CD,,,Adjusted savings: carbon dioxide damage (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Cost of damage due to carbon dioxide emissions from fossil fuel use and the manufacture of cement, estimated to be US$40 per ton of CO2 (the unit damage in 2017 US dollars for CO2 emitted in 2020) times the number of tons of CO2 emitted.",Annual,World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.,Pollution damage from emissions of carbon dioxide is calculated as the marginal social cost per unit multiplied by the increase in the stock of carbon dioxide. The unit damage figure represents the present value of global damage to economic assets and to human welfare over the time the unit of pollution remains in the atmosphere.,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
78,NY.ADJ.DKAP.CD,NY.ADJ.DKAP.CD,Adjusted savings: consumption of fixed capital (current US$),Adjusted savings: consumption of fixed capital,current US$,NY.ADJ.DKAP.CD,,,Adjusted savings: consumption of fixed capital (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Consumption of fixed capital represents the replacement value of capital used up in the process of production.,Annual,World Bank staff estimates using data from the United Nations Statistics Division's National Accounts Statistics.,,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
79,NY.ADJ.AEDU.GN.ZS,NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI),Adjusted savings: education expenditure,% of GNI,NY.ADJ.AEDU.GN.ZS,Weighted average,,Adjusted savings: education expenditure (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Public education expenditures are considered an addition to savings. However, because of the wide variability in the effectiveness of public education expenditures, these figures cannot be construed as the value of investments in human capital. A current expenditure of $1 on education does not necessarily yield $1 of human capital. The calculation should also consider private education expenditure, but data are not available for a large number of countries.","Education expenditure refers to the current operating expenditures in education, including wages and salaries and excluding capital investments in buildings and equipment.",Annual,"World Bank staff estimates using data from the United Nations Statistics Division's Statistical Yearbook, and the UNESCO Institute for Statistics online database.",,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
80,NY.ADJ.ICTR.GN.ZS,NY.ADJ.ICTR.GN.ZS,Adjusted savings: gross savings (% of GNI),Adjusted savings: gross savings,% of GNI,NY.ADJ.ICTR.GN.ZS,Weighted average,Gross savings is used as a starting point for calculating adjusted net savings. Adjusted net saving is an indicator of the sustainability of an economy.,Adjusted savings: gross savings (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Because gross savings is calculated as a residual it includes errors, which may not be offsetting, in its components.","Gross savings are the difference between gross national income and public and private consumption, plus net current transfers.",Annual,World Bank national accounts data files.,Gross savings are calculated as a residual from the national accounts by taking the difference between income earned by residents (including income received from abroad and workers' remittances) and their consumption expenditures.,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
81,NY.ADJ.NNAT.GN.ZS,NY.ADJ.NNAT.GN.ZS,Adjusted savings: net national savings (% of GNI),Adjusted savings: net national savings,% of GNI,NY.ADJ.NNAT.GN.ZS,Weighted average,,Adjusted savings: net national savings (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Net national savings are equal to gross national savings less the value of consumption of fixed capital.,Annual,"World Bank staff estimates based on sources and methods in World Bank's ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (2011).",,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
82,NY.ADJ.DPEM.GN.ZS,NY.ADJ.DPEM.GN.ZS,Adjusted savings: particulate emission damage (% of GNI),Adjusted savings: particulate emission damage,% of GNI,NY.ADJ.DPEM.GN.ZS,Weighted average,"Air pollution places a major burden on world health. In many places, including cities but also nearby rural areas, exposure to air pollution exposure is the main environmental threat to health. Long-term exposure to high levels of fine particulates in the air contributes to a range of health effects, including respiratory diseases, lung cancer, and heart disease, resulting in 3.2 million deaths annually according to the Global Burden of Disease 2010 study. Not only does exposure to air pollution affect the health of the world’s people, it also carries huge economic costs and represents a drag on development, particularly for low and middle income countries and vulnerable segments of the population such as children and the elderly.",Adjusted savings: particulate emission damage (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Labor productivity losses, as calculated within the framework of adjusted net savings, represent only part of the economic costs of air pollution and should be interpreted as a lower-end estimate.","Particulate emissions damage is the damage due to exposure of a country's population to ambient concentrations of particulates measuring less than 2.5 microns in diameter (PM2.5), ambient ozone pollution, and indoor concentrations of PM2.5 in households cooking with solid fuels. Damages are calculated as foregone labor income due to premature death. Estimates of health impacts from the Global Burden of Disease Study 2013 are for 1990, 1995, 2000, 2005, 2010, and 2013. Data for other years have been extrapolated from trends in mortality rates.",Annual,Data on health impacts from exposure to ambient PM2.5 pollution and household air pollution are from the Global Burden of Disease 2013 study. Data are provided by the Institute for Health Metrics and Evaluation at the University of Washington.,"Within the national accounting framework, air pollution damages are estimated following a human capital approach. Damages from premature mortality are calculated as the present value of lost income during working age, 15-64. Premature mortality among children is valued by adjusting for years until working age and discounting more heavily into the future. Damages from morbidity (years lived with disability) are estimated for adults in working age only without discounting into the future. Estimates are for both urban and rural areas. Exposure to household air pollution is proxied by the number of households in each country cooking with solid fuels.",Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
83,NY.ADJ.DPEM.CD,NY.ADJ.DPEM.CD,Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage,current US$,NY.ADJ.DPEM.CD,,,Adjusted savings: particulate emission damage (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Particulate emissions damage is the damage due to exposure of a country's population to ambient concentrations of particulates measuring less than 2.5 microns in diameter (PM2.5), ambient ozone pollution, and indoor concentrations of PM2.5 in households cooking with solid fuels. Damages are calculated as foregone labor income due to premature death. Estimates of health impacts from the Global Burden of Disease Study 2013 are for 1990, 1995, 2000, 2005, 2010, and 2013. Data for other years have been extrapolated from trends in mortality rates.",Annual,Data on health impacts from exposure to ambient PM2.5 pollution and household air pollution are from the Global Burden of Disease 2013 study. Data are provided by the Institute for Health Metrics and Evaluation at the University of Washington.,,Economic Policy & Debt: National accounts: Adjusted savings & income,,,,
