,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Limitationsandexceptions,Statisticalconceptandmethodology,BasePeriod,Othernotes,Dataset,Shortdefinition
187,FI.RES.TOTL.CD,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",Total reserves,"includes gold, current US$",FI.RES.TOTL.CD,,,"Total reserves (includes gold, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Total reserves comprise holdings of monetary gold, special drawing rights, reserves of IMF members held by the IMF, and holdings of foreign exchange under the control of monetary authorities. The gold component of these reserves is valued at year-end (December 31) London prices. Data are in current U.S. dollars.",Annual,"International Monetary Fund, International Financial Statistics and data files.",Economic Policy & Debt: Balance of payments: Reserves & other items,"The balance of payments records an economy’s transactions with the rest of the world. Balance of payments accounts are divided into two groups: the current account, which records transactions in goods, services, primary income, and secondary income, and the capital and financial account, which records capital transfers, acquisition or disposal of nonproduced, nonfinancial assets, and transactions in financial assets and liabilities. The current account balance is one of the most analytically useful indicators of an external imbalance.

A primary purpose of the balance of payments accounts is to indicate the need to adjust an external imbalance. Where to draw the line for analytical purposes requires a judgment concerning the imbalance that best indicates the need for adjustment. There are a number of definitions in common use for this and related analytical purposes. The trade balance is the difference between exports and imports of goods. From an analytical view it is arbitrary to distinguish goods from services. For example, a unit of foreign exchange earned by a freight company strengthens the balance of payments to the same extent as the foreign exchange earned by a goods exporter. Even so, the trade balance is useful because it is often the most timely indicator of trends in the current account balance. Customs authorities are typically able to provide data on trade in goods long before data on trade in services are available.","Discrepancies may arise in the balance of payments because there is no single source for balance of payments data and therefore no way to ensure that the data are fully consistent. Sources include customs data, monetary accounts of the banking system, external debt records, information provided by enterprises, surveys to estimate service transactions, and foreign exchange records. Differences in collection methods - such as in timing, definitions of residence and ownership, and the exchange rate used to value transactions - contribute to net errors and omissions. In addition, smuggling and other illegal or quasi-legal transactions may be unrecorded or misrecorded.","The balance of payments (BoP) is a double-entry accounting system that shows all flows of goods and services into and out of an economy; all transfers that are the counterpart of real resources or financial claims provided to or by the rest of the world without a quid pro quo, such as donations and grants; and all changes in residents' claims on and liabilities to nonresidents that arise from economic transactions. All transactions are recorded twice - once as a credit and once as a debit. In principle the net balance should be zero, but in practice the accounts often do not balance, requiring inclusion of a balancing item, net errors and omissions.",,,,
188,FI.RES.XGLD.CD,FI.RES.XGLD.CD,Total reserves minus gold (current US$),Total reserves minus gold,current US$,FI.RES.XGLD.CD,,,Total reserves minus gold (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Total reserves minus gold comprise special drawing rights, reserves of IMF members held by the IMF, and holdings of foreign exchange under the control of monetary authorities. Gold holdings are excluded. Data are in current U.S. dollars.",Annual,"International Monetary Fund, International Financial Statistics and data files.",Economic Policy & Debt: Balance of payments: Reserves & other items,,,,,,,
189,NE.TRD.GNFS.ZS,NE.TRD.GNFS.ZS,Trade (% of GDP),Trade,% of GDP,NE.TRD.GNFS.ZS,Weighted average,,Trade (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Trade is the sum of exports and imports of goods and services measured as a share of gross domestic product.,Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,,,,,,,
190,BG.GSR.NFSV.GD.ZS,BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP),Trade in services,% of GDP,BG.GSR.NFSV.GD.ZS,Weighted average,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,Trade in services (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Trade in services is the sum of service exports and imports divided by the value of GDP, all in current U.S. dollars.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files, and World Bank and OECD GDP estimates.","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",,,,,,,
191,BM.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,"Travel services (% of service imports, BoP)",Travel services,"% of service imports, BoP",BM.GSR.TRVL.ZS,Weighted average,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,"Travel services (% of service imports, BoP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Travel covers goods and services acquired from an economy by travelers for their own use during visits of less than one year in that economy for either business or personal purposes. Travel includes local transport (i.e., transport within the economy being visited and provided by a resident of that economy), but excludes international transport (which is included in passenger transport. Travel also excludes goods for resale, which are included in general merchandise.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",,,,,,,
192,NY.ADJ.SVNX.CD,NY.ADJ.SVNX.CD,"Adjusted net savings, excluding particulate emission damage (current US$)","Adjusted net savings, excluding particulate emission damage",current US$,NY.ADJ.SVNX.CD,,,"Adjusted net savings, excluding particulate emission damage (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Adjusted net savings are equal to net national savings plus education expenditure and minus energy depletion, mineral depletion, net forest depletion, and carbon dioxide. This series excludes particulate emissions damage.",Annual,"World Bank staff estimates based on sources and methods in World Bank's ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (2011).",Economic Policy & Debt: National accounts: Adjusted savings & income,,,,,,,
193,NY.ADJ.DPEM.GN.ZS,NY.ADJ.DPEM.GN.ZS,Adjusted savings: particulate emission damage (% of GNI),Adjusted savings: particulate emission damage,% of GNI,NY.ADJ.DPEM.GN.ZS,Weighted average,,Adjusted savings: particulate emission damage (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Particulate emissions damage is the damage due to exposure of a country's population to ambient concentrations of particulates measuring less than 2.5 microns in diameter (PM2.5), ambient ozone pollution, and indoor concentrations of PM2.5 in households cooking with solid fuels. Damages are calculated as foregone labor income due to premature death. Estimates of health impacts from the Global Burden of Disease Study 2013 are for 1990, 1995, 2000, 2005, 2010, and 2013. Data for other years have been extrapolated from trends in mortality rates.",Annual,Data on health impacts from exposure to ambient PM2.5 pollution and household air pollution are from the Global Burden of Disease 2013 study. Data are provided by the Institute for Health Metrics and Evaluation at the University of Washington.,Economic Policy & Debt: National accounts: Adjusted savings & income,"Air pollution places a major burden on world health. In many places, including cities but also nearby rural areas, exposure to air pollution exposure is the main environmental threat to health. Long-term exposure to high levels of fine particulates in the air contributes to a range of health effects, including respiratory diseases, lung cancer, and heart disease, resulting in 3.2 million deaths annually according to the Global Burden of Disease 2010 study. Not only does exposure to air pollution affect the health of the world’s people, it also carries huge economic costs and represents a drag on development, particularly for low and middle income countries and vulnerable segments of the population such as children and the elderly.","Labor productivity losses, as calculated within the framework of adjusted net savings, represent only part of the economic costs of air pollution and should be interpreted as a lower-end estimate.","Within the national accounting framework, air pollution damages are estimated following a human capital approach. Damages from premature mortality are calculated as the present value of lost income during working age, 15-64. Premature mortality among children is valued by adjusting for years until working age and discounting more heavily into the future. Damages from morbidity (years lived with disability) are estimated for adults in working age only without discounting into the future. Estimates are for both urban and rural areas. Exposure to household air pollution is proxied by the number of households in each country cooking with solid fuels.",,,,
194,NV.AGR.TOTL.ZS,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added",% of GDP,NV.AGR.TOTL.ZS,Weighted average,"Note: Data for OECD countries are based on ISIC, revision 4.","Agriculture, forestry, and fishing, value added (% of GDP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Agriculture, forestry, and fishing corresponds to ISIC divisions 1-3 and includes forestry, hunting, and fishing, as well as cultivation of crops and livestock production. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 4. Note: For VAB countries, gross value added at factor cost is used as the denominator.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,,"Among the difficulties faced by compilers of national accounts is the extent of unreported economic activity in the informal or secondary economy. In developing countries a large share of agricultural output is either not exchanged (because it is consumed within the household) or not exchanged for money. Agricultural production often must be estimated indirectly, using a combination of methods involving estimates of inputs, yields, and area under cultivation. This approach sometimes leads to crude approximations that can differ from the true values over time and across crops for reasons other than climate conditions or farming techniques. Similarly, agricultural inputs that cannot easily be allocated to specific outputs are frequently ""netted out"" using equally crude and ad hoc approximations.","Gross domestic product (GDP) represents the sum of value added by all its producers. Value added is the value of the gross output of producers less the value of intermediate goods and services consumed in production, before accounting for consumption of fixed capital in production. The United Nations System of National Accounts calls for value added to be valued at either basic prices (excluding net taxes on products) or producer prices (including net taxes on products paid by producers but excluding sales or value added taxes). Both valuations exclude transport charges that are invoiced separately by producers. Total GDP is measured at purchaser prices. Value added by industry is normally measured at basic prices.",,,,
195,NV.AGR.TOTL.KD.ZG,NV.AGR.TOTL.KD.ZG,"Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added",annual % growth,NV.AGR.TOTL.KD.ZG,Weighted average,"Note: Data for OECD countries are based on ISIC, revision 4.","Agriculture, forestry, and fishing, value added (annual % growth)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Annual growth rate for agricultural, forestry, and fishing value added based on constant local currency. Aggregates are based on constant 2015 prices, expressed in U.S. dollars. Agriculture corresponds to ISIC divisions 01-03 and includes forestry, hunting, and fishing, as well as cultivation of crops and livestock production. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 4.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Growth rates,"An economy's growth is measured by the change in the volume of its output or in the real incomes of its residents. The 2008 United Nations System of National Accounts (2008 SNA) offers three plausible indicators for calculating growth: the volume of gross domestic product (GDP), real gross domestic income, and real gross national income. The volume of GDP is the sum of value added, measured at constant prices, by households, government, and industries operating in the economy. GDP accounts for all domestic production, regardless of whether the income accrues to domestic or foreign institutions.","Among the difficulties faced by compilers of national accounts is the extent of unreported economic activity in the informal or secondary economy. In developing countries a large share of agricultural output is either not exchanged (because it is consumed within the household) or not exchanged for money. Agricultural production often must be estimated indirectly, using a combination of methods involving estimates of inputs, yields, and area under cultivation. This approach sometimes leads to crude approximations that can differ from the true values over time and across crops for reasons other than climate conditions or farming techniques. Similarly, agricultural inputs that cannot easily be allocated to specific outputs are frequently ""netted out"" using equally crude and ad hoc approximations.","Gross domestic product (GDP) represents the sum of value added by all its producers. Value added is the value of the gross output of producers less the value of intermediate goods and services consumed in production, before accounting for consumption of fixed capital in production. The United Nations System of National Accounts calls for value added to be valued at either basic prices (excluding net taxes on products) or producer prices (including net taxes on products paid by producers but excluding sales or value added taxes). Both valuations exclude transport charges that are invoiced separately by producers. Total GDP is measured at purchaser prices. Value added by industry is normally measured at basic prices.",,,,
196,NV.AGR.TOTL.KN,NV.AGR.TOTL.KN,"Agriculture, forestry, and fishing, value added (constant LCU)","Agriculture, forestry, and fishing, value added",constant LCU,NV.AGR.TOTL.KN,,"Note: Data for OECD countries are based on ISIC, revision 4.","Agriculture, forestry, and fishing, value added (constant LCU)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Agriculture, forestry, and fishing corresponds to ISIC divisions 1-3 and includes forestry, hunting, and fishing, as well as cultivation of crops and livestock production. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 4. Data are in constant local currency.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,,,,varies by country,,,
197,NV.AGR.TOTL.CN,NV.AGR.TOTL.CN,"Agriculture, forestry, and fishing, value added (current LCU)","Agriculture, forestry, and fishing, value added",current LCU,NV.AGR.TOTL.CN,,"Note: Data for OECD countries are based on ISIC, revision 4.","Agriculture, forestry, and fishing, value added (current LCU)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Agriculture, forestry, and fishing corresponds to ISIC divisions 1-3 and includes forestry, hunting, and fishing, as well as cultivation of crops and livestock production. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 4. Data are in current local currency.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Local currency at current prices: Value added,,,,,,,
198,NV.AGR.EMPL.KD,NV.AGR.EMPL.KD,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","Agriculture, forestry, and fishing, value added per worker",constant 2015 US$,NV.AGR.EMPL.KD,Weighted average,,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Value added per worker is a measure of labor productivity—value added per unit of input. Value added denotes the net output of a sector after adding up all outputs and subtracting intermediate inputs. Data are in constant 2015 U.S. dollars. Agriculture corresponds to the International Standard Industrial Classification (ISIC) tabulation categories A and B (revision 3) or tabulation category A (revision 4), and includes forestry, hunting, and fishing as well as cultivation of crops and livestock production.",Annual,"Derived using World Bank national accounts data and OECD National Accounts data files, and employment data from International Labour Organization, ILOSTAT database.",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,"Labor productivity is used to assess a country's economic ability to create and sustain decent employment opportunities with fair and equitable remuneration. Productivity increases obtained through investment, trade, technological progress, or changes in work organization can increase social protection and reduce poverty, which in turn reduce vulnerable employment and working poverty. Productivity increases do not guarantee these improvements, but without them—and the economic growth they bring—improvements are highly unlikely. Please also see GDP per person employed (constant 2011 PPP $) [SL.GDP.PCAP.EM.KD], which is a key measure for monitoring the Sustainable Development Goal 8 of promoting sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all.","For comparability of individual sectors labor productivity is estimated according to national accounts conventions. However, there are still significant limitations on the availability of reliable data. Information on consistent series of output is not easily available, especially in low- and middle-income countries, because the definition, coverage, and methodology are not always consistent across countries. For more details, see Agriculture, forestry, and fishing, value added (constant 2015 US$) [NV.AGR.TOTL.KD], Industry (including construction), value added (constant 2015 US$) [NV.IND.TOTL.KD], and Services, value added (constant 2015 US$) [NV.SRV.TOTL.KD].","Value added per worker is calculated by dividing value added of a sector by the number employed in the sector.  
Gross domestic product (GDP) represents the sum of value added by all producers. Value added is the value of the gross output of producers less the value of intermediate goods and services consumed in production, before accounting for consumption of fixed capital in production. The United Nations System of National Accounts calls for value added to be valued at either basic prices (excluding net taxes on products) or producer prices (including net taxes on products paid by producers but excluding sales or value added taxes). Both valuations exclude transport charges that are invoiced separately by producers. Value added by industry is normally measured at basic prices, while total GDP is measured at purchaser prices. 
Data on employment are modeled estimates by the International Labour Organization (ILO) ILOSTAT database. The concept of employment generally refers to people above a certain age who worked, or who held a job, during a reference period. Employment data include both full-time and part-time workers.",2015,Caution should be used for aggregates (population-weighted averages); world totals can be presented without a large economy such as USA.,,
199,BM.GSR.CMCP.ZS,BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)","Communications, computer, etc.","% of service imports, BoP",BM.GSR.CMCP.ZS,Weighted average,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,"Communications, computer, etc. (% of service imports, BoP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Communications, computer, information, and other services cover international telecommunications; computer data; news-related service transactions between residents and nonresidents; construction services; royalties and license fees; miscellaneous business, professional, and technical services; personal, cultural, and recreational services; manufacturing services on physical inputs owned by others; and maintenance and repair services and government services not included elsewhere.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",,,,,,,
200,PA.NUS.ATLS,PA.NUS.ATLS,DEC alternative conversion factor (LCU per US$),DEC alternative conversion factor,LCU per US$,PA.NUS.ATLS,,"In the WDI database, the DEC alternative conversion factor is used to convert data in local currency units (LCU) into U.S. dollars.",DEC alternative conversion factor (LCU per US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The DEC alternative conversion factor is the underlying annual exchange rate used for the World Bank Atlas method. As a rule, it is the official exchange rate reported in the IMF's International Financial Statistics (line rf). Exceptions arise where further refinements are made by World Bank staff. It is expressed in local currency units per U.S. dollar.",Annual,"International Monetary Fund, International Financial Statistics, supplemented by World Bank staff estimates.",Financial Sector: Exchange rates & prices,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In certain countries, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. Consequently, an alternative conversion factor is used when the official exchange rate is judged to diverge by an exceptionally large margin from the rate effectively applied to domestic transactions of foreign currencies and traded products. This applies to only a small number of countries, as shown in the country-level metadata. An alternative conversion factor is also used when the period covered by national accounts differs from the calendar year and the alternative conversion factor will then cover the same period. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",,,,
201,NE.EXP.GNFS.ZS,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Exports of goods and services,% of GDP,NE.EXP.GNFS.ZS,Weighted average,,Exports of goods and services (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Exports of goods and services represent the value of all goods and other market services provided to the rest of the world. They include the value of merchandise, freight, insurance, transport, travel, royalties, license fees, and other services, such as communication, construction, financial, information, business, personal, and government services. They exclude compensation of employees and investment income (formerly called factor services) and transfer payments.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,,"Because policymakers have tended to focus on fostering the growth of output, and because data on production are easier to collect than data on spending, many countries generate their primary estimate of GDP using the production approach. Moreover, many countries do not estimate all the components of national expenditures but instead derive some of the main aggregates indirectly using GDP (based on the production approach) as the control total.

Data on exports and imports are compiled from customs reports and balance of payments data. Although the data from the payments side provide reasonably reliable records of cross-border transactions, they may not adhere strictly to the appropriate definitions of valuation and timing used in the balance of payments or corresponds to the change-of ownership criterion. This issue has assumed greater significance with the increasing globalization of international business. Neither customs nor balance of payments data usually capture the illegal transactions that occur in many countries. Goods carried by travelers across borders in legal but unreported shuttle trade may further distort trade statistics.","Gross domestic product (GDP) from the expenditure side is made up of household final consumption expenditure, general government final consumption expenditure, gross capital formation (private and public investment in fixed assets, changes in inventories, and net acquisitions of valuables), and net exports (exports minus imports) of goods and services. Such expenditures are recorded in purchaser prices and include net taxes on products.",,,,
202,NE.RSB.GNFS.ZS,NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),External balance on goods and services,% of GDP,NE.RSB.GNFS.ZS,Weighted average,,External balance on goods and services (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,External balance on goods and services (formerly resource balance) equals exports of goods and services minus imports of goods and services (previously nonfactor services).,Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,,,,,,,
203,DT.DOD.DECT.GN.ZS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),External debt stocks,% of GNI,DT.DOD.DECT.GN.ZS,Weighted average,,External debt stocks (% of GNI),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Total external debt stocks to gross national income. Total external debt is debt owed to nonresidents repayable in currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. GNI (formerly GNP) is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad.",Annual,"World Bank, International Debt Statistics.",Economic Policy & Debt: External debt: Debt ratios & other items,"External debt is that part of the total debt in a country that is owed to creditors outside the country. The debtors can be the government, corporations or private households. The debt includes money owed to private commercial banks, other governments, or international financial institutions.

External indebtedness affects a country's creditworthiness and investor perceptions. Nonreporting countries might have outstanding debt with the World Bank, other international financial institutions, or private creditors. Total debt service is contrasted with countries' ability to obtain foreign exchange through exports of goods, services, primary income, and workers' remittances.

Debt ratios are used to assess the sustainability of a country's debt service obligations, but no absolute rules determine what values are too high. Empirical analysis of developing countries' experience and debt service performance shows that debt service difficulties become increasingly likely when the present value of debt reaches 200 percent of exports. Still, what constitutes a sustainable debt burden varies by country. Countries with fast-growing economies and exports are likely to be able to sustain higher debt levels. Various indicators determine a sustainable level of external debt, including:

a) debt to GDP ratio
b) foreign debt to exports ratio
c) government debt to current fiscal revenue ratio 
d) share of foreign debt
e) short-term debt
f) concessional debt in the total debt stock",,"Data on external debt are gathered through the World Bank's Debtor Reporting System (DRS). Long term debt data are compiled using the countries report on public and publicly guaranteed borrowing on a loan-by-loan basis and private non guaranteed borrowing on an aggregate basis. These data are supplemented by information from major multilateral banks and official lending agencies in major creditor countries. Short-term debt data are gathered from the Quarterly External Debt Statistics (QEDS) database, jointly developed by the World Bank and the IMF and from creditors through the reporting systems of the Bank for International Settlements. Debt data are reported in the currency of repayment and compiled and published in U.S. dollars. End-of-period exchange rates are used for the compilation of stock figures (amount of debt outstanding), and projected debt service and annual average exchange rates are used for the flows. Exchange rates are taken from the IMF's International Financial Statistics. Debt repayable in multiple currencies, goods, or services and debt with a provision for maintenance of the value of the currency of repayment are shown at book value.",,,International Debt Statistics,Total external debt stocks to gross national income.
204,NE.CON.TOTL.ZS,NE.CON.TOTL.ZS,Final consumption expenditure (% of GDP),Final consumption expenditure,% of GDP,NE.CON.TOTL.ZS,,,Final consumption expenditure (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Final consumption expenditure (formerly total consumption) is the sum of household final consumption expenditure (private consumption) and general government final consumption expenditure (general government consumption). This estimate includes any statistical discrepancy in the use of resources relative to the supply of resources.,Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,,,,,,,
205,NE.CON.TOTL.KD.ZG,NE.CON.TOTL.KD.ZG,Final consumption expenditure (annual % growth),Final consumption expenditure,annual % growth,NE.CON.TOTL.KD.ZG,Weighted average,,Final consumption expenditure (annual % growth),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Average annual growth of final consumption expenditure based on constant local currency. Aggregates are based on constant 2015 prices, expressed in U.S. dollars. Final consumption expenditure (formerly total consumption) is the sum of household final consumption expenditure (formerly private consumption) and general government final consumption expenditure (formerly general government consumption). This estimate includes any statistical discrepancy in the use of resources relative to the supply of resources.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Growth rates,,,,,,,
206,NE.CON.TOTL.KD,NE.CON.TOTL.KD,Final consumption expenditure (constant 2015 US$),Final consumption expenditure,constant 2015 US$,NE.CON.TOTL.KD,Gap-filled total,,Final consumption expenditure (constant 2015 US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Final consumption expenditure (formerly total consumption) is the sum of household final consumption expenditure (formerly private consumption) and general government final consumption expenditure (formerly general government consumption). Data are in constant 2015 prices, expressed in U.S. dollars.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP,,,,2015,,,
207,NE.CON.TOTL.CD,NE.CON.TOTL.CD,Final consumption expenditure (current US$),Final consumption expenditure,current US$,NE.CON.TOTL.CD,,,Final consumption expenditure (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Final consumption expenditure (formerly total consumption) is the sum of household final consumption expenditure (private consumption) and general government final consumption expenditure (general government consumption). Data are in current U.S. dollars.,Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,,,,,,,
208,BX.KLT.DINV.CD.WD,BX.KLT.DINV.CD.WD,"Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net inflows","BoP, current US$",BX.KLT.DINV.CD.WD,Sum,Note: Data starting from 2005 are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6).,"Foreign direct investment, net inflows (BoP, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Foreign direct investment refers to direct investment equity flows in the reporting economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. Data are in current U.S. dollars.",Annual,"International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.",Economic Policy & Debt: Balance of payments: Capital & financial account,"Private financial flows - equity and debt - account for the bulk of development finance. Equity flows comprise foreign direct investment (FDI) and portfolio equity. Debt flows are financing raised through bond issuance, bank lending, and supplier credits.","FDI data do not give a complete picture of international investment in an economy. Balance of payments data on FDI do not include capital raised locally, an important source of investment financing in some developing countries. In addition, FDI data omit nonequity cross-border transactions such as intra-unit flows of goods and services.

The volume of global private financial flows reported by the World Bank generally differs from that reported by other sources because of differences in sources, classification of economies, and method used to adjust and disaggregate reported information. In addition, particularly for debt financing, differences may also reflect how some installments of the transactions and certain offshore issuances are treated.

Data on equity flows are shown for all countries for which data are available.","Data on equity flows are based on balance of payments data reported by the International Monetary Fund (IMF). Foreign direct investment (FDI) data are supplemented by the World Bank staff estimates using data from the United Nations Conference on Trade and Development (UNCTAD) and official national sources.

The internationally accepted definition of FDI (from the sixth edition of the IMF's Balance of Payments Manual [2009]), includes the following components: equity investment, including investment associated with equity that gives rise to control or influence; investment in indirectly influenced or controlled enterprises; investment in fellow enterprises; debt (except selected debt); and reverse investment. The Framework for Direct Investment Relationships provides criteria for determining whether cross-border ownership results in a direct investment relationship, based on control and influence. Distinguished from other kinds of international investment, FDI is made to establish a lasting interest in or effective management control over an enterprise in another country. A lasting interest in an investment enterprise typically involves establishing warehouses, manufacturing facilities, and other permanent or long-term organizations abroad. Direct investments may take the form of greenfield investment, where the investor starts a new venture in a foreign country by constructing new operational facilities; joint venture, where the investor enters into a partnership agreement with a company abroad to establish a new enterprise; or merger and acquisition, where the investor acquires an existing enterprise abroad. The IMF suggests that investments should account for at least 10 percent of voting stock to be counted as FDI. In practice many countries set a higher threshold. Many countries fail to report reinvested earnings, and the definition of long-term loans differs among countries. BoP refers to Balance of Payments.",,,,
