,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Statisticalconceptandmethodology,Limitationsandexceptions,Notesfromoriginalsource,BasePeriod,Shortdefinition,Dataset
55,TX.VAL.INSF.ZS.WT,TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports),Insurance and financial services,% of commercial service exports,TX.VAL.INSF.ZS.WT,Weighted average,,Insurance and financial services (% of commercial service exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Insurance and financial services cover freight insurance on goods exported and other direct insurance such as life insurance; financial intermediation services such as commissions, foreign exchange transactions, and brokerage services; and auxiliary services such as financial market operational and regulatory services.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",Private Sector & Trade: Exports,"Trade in services differs from trade in goods because services are produced and consumed at the same time. Thus services to a traveler may be consumed in the producing country (for example, use of a hotel room) but are classified as imports of the traveler's country. In other cases services may be supplied from a remote location; for example, insurance services may be supplied from one location and consumed in another.","The balance of payments (BoP) is a double-entry accounting system that shows all flows of goods and services into and out of an economy; all transfers that are the counterpart of real resources or financial claims provided to or by the rest of the world without a quid pro quo, such as donations and grants; and all changes in residents' claims on and liabilities to nonresidents that arise from economic transactions. All transactions are recorded twice - once as a credit and once as a debit. In principle the net balance should be zero, but in practice the accounts often do not balance, requiring inclusion of a balancing item, net errors and omissions.

The concepts and definitions underlying the data are based on the sixth edition of the International Monetary Fund's (IMF) Balance of Payments Manual (BPM6). Balance of payments data for 2005 onward will be presented in accord with the BPM6. The historical BPM5 data series will end with data for 2008, which can be accessed through the World Development Indicators archives.

The complete balance of payments methodology can be accessed through the International Monetary Fund website (www.imf.org/external/np/sta/bop/bop.htm).","Balance of payments statistics, the main source of information on international trade in services, have many weaknesses. Disaggregation of important components may be limited and varies considerably across countries. There are inconsistencies in the methods used to report items. And the recording of major flows as net items is common (for example, insurance transactions are often recorded as premiums less claims). These factors contribute to a downward bias in the value of the service trade reported in the balance of payments.

Efforts are being made to improve the coverage, quality, and consistency of these data. Eurostat and the Organisation for Economic Co-operation and Development, for example, are working together to improve the collection of statistics on trade in services in member countries.

Still, difficulties in capturing all the dimensions of international trade in services mean that the record is likely to remain incomplete. Cross-border intrafirm service transactions, which are usually not captured in the balance of payments, have increased in recent years. An example is transnational corporations' use of mainframe computers around the clock for data processing, exploiting time zone differences between their home country and the host countries of their affiliates. Another important dimension of service trade not captured by conventional balance of payments statistics is establishment trade - sales in the host country by foreign affiliates. By contrast, cross-border intrafirm transactions in merchandise may be reported as exports or imports in the balance of payments.",,,,
56,BX.GSR.INSF.ZS,BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",Insurance and financial services,"% of service exports, BoP",BX.GSR.INSF.ZS,Weighted average,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,"Insurance and financial services (% of service exports, BoP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Insurance and financial services cover various types of insurance provided to nonresidents by resident insurance enterprises and vice versa, and financial intermediary and auxiliary services (except those of insurance enterprises and pension funds) exchanged between residents and nonresidents.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",,,,,,,
57,ST.INT.XPND.CD,ST.INT.XPND.CD,"International tourism, expenditures (current US$)","International tourism, expenditures",current US$,ST.INT.XPND.CD,Gap-filled total,,"International tourism, expenditures (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"International tourism expenditures are expenditures of international outbound visitors in other countries, including payments to foreign carriers for international transport. These expenditures may include those by residents traveling abroad as same-day visitors, except in cases where these are important enough to justify separate classification. For some countries they do not include expenditures for passenger transport items. Data are in current U.S. dollars.",Annual,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",Private Sector & Trade: Travel & tourism,"Tourism is officially recognized as a directly measurable activity, enabling more accurate analysis and more effective policy. Whereas previously the sector relied mostly on approximations from related areas of measurement (e.g. Balance of Payments statistics), tourism today possesses a range of instruments to track its productive activities and the activities of the consumers that drive them: visitors (both tourists and excursionists).

An increasing number of countries have opened up and invested in tourism development, making tourism a key driver of socio-economic progress through export revenues, the creation of jobs and enterprises, and infrastructure development. As an internationally traded service, inbound tourism has become one of the world's major trade categories. For many developing countries it is one of the main sources of foreign exchange income and a major component of exports, creating much needed employment and development opportunities.","Outbound tourism expenditures may include those by residents traveling abroad as same-day visitors, except when these are important enough to justify separate classification. For some countries they do not include expenditures for passenger transport items. Their share in imports is calculated as a ratio to imports of goods and services (all transactions between residents of a country and the rest of the world involving a change of ownership from nonresidents to residents of general merchandise, goods sent for processing and repairs, nonmonetary gold, and services).

Statistical information on tourism is based mainly on data on arrivals and overnight stays along with balance of payments information. These data do not completely capture the economic phenomenon of tourism or provide the information needed for effective public policies and efficient business operations. Data are needed on the scale and significance of tourism. Information on the role of tourism in national economies is particularly deficient. Although the World Tourism Organization reports progress in harmonizing definitions and measurement, differences in national practices still prevent full comparability.

The World Tourism Organization is improving its coverage of tourism expenditure data, using balance of payments data from the International Monetary Fund (IMF) supplemented by data from individual countries. These data include travel and passenger transport items as defined in the IMF's Balance of Payments. When the IMF does not report data on passenger transport items, expenditure data for travel items are shown.

The aggregates are calculated using the World Bank's weighted aggregation methodology and differ from the World Tourism Organization's aggregates.","Tourism can be either domestic or international. The data refers to international tourism, where the traveler's country of residence differs from the visiting country. International tourism consists of inbound (arrival) and outbound (departures) tourism.

The data are from the World Tourism Organization (WTO), a United Nations agency. The data on inbound and outbound tourists refer to the number of arrivals and departures, not to the number of people traveling.

Expenditure associated with the activity of international visitors has been traditionally identified with the travel item of the Balance of Payments (BOP).

The 2008 International Recommendations for Tourism Statistics consider that ""tourism industries and products"" includes transport of passengers. Consequently, a better estimate of tourism-related expenditure by inbound and outbound visitors in an international scenario would be, in terms of the BOP, the value of the travel item plus that of the passenger transport item.

Nevertheless, users should be aware that BOP estimates include, in addition to expenditures associated to visitors, those related to other types of travelers (these might be substantial in some countries; for instance, long-term students or patients, border and seasonal workers, etc.). Also data on expenditure by main purpose of the trip are BOP data.",,,,
58,ST.INT.TRNX.CD,ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)","International tourism, expenditures for passenger transport items",current US$,ST.INT.TRNX.CD,Gap-filled total,,"International tourism, expenditures for passenger transport items (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"International tourism expenditures for passenger transport items are expenditures of international outbound visitors in other countries for all services provided during international transportation by nonresident carriers. Also included are passenger services performed within an economy by nonresident carriers. Excluded are passenger services provided to nonresidents by resident carriers within the resident economies; these are included in travel items. In addition to the services covered by passenger fares--including fares that are a part of package tours but excluding cruise fares, which are included in travel--passenger services include such items as charges for excess baggage, vehicles, or other personal accompanying effects and expenditures for food, drink, or other items for which passengers make expenditures while on board carriers. Data are in current U.S. dollars.",Annual,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",Private Sector & Trade: Travel & tourism,,,,,,,
59,ST.INT.RCPT.XP.ZS,ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)","International tourism, receipts",% of total exports,ST.INT.RCPT.XP.ZS,Weighted average,,"International tourism, receipts (% of total exports)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"International tourism receipts are expenditures by international inbound visitors, including payments to national carriers for international transport. These receipts include any other prepayment made for goods or services received in the destination country. They also may include receipts from same-day visitors, except when these are important enough to justify separate classification. For some countries they do not include receipts for passenger transport items. Their share in exports is calculated as a ratio to exports of goods and services, which comprise all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, goods sent for processing and repairs, nonmonetary gold, and services.",Annual,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files, and IMF and World Bank exports estimates.",Private Sector & Trade: Travel & tourism,"Tourism is officially recognized as a directly measurable activity, enabling more accurate analysis and more effective policy. Whereas previously the sector relied mostly on approximations from related areas of measurement (e.g. Balance of Payments statistics), tourism today possesses a range of instruments to track its productive activities and the activities of the consumers that drive them: visitors (both tourists and excursionists).

An increasing number of countries have opened up and invested in tourism development, making tourism a key driver of socio-economic progress through export revenues, the creation of jobs and enterprises, and infrastructure development. As an internationally traded service, inbound tourism has become one of the world's major trade categories. For many developing countries it is one of the main sources of foreign exchange income and a major component of exports, creating much needed employment and development opportunities.

This measure reflects the importance of tourism as an internationally traded service relative to other categories of exports. Such a measure reveals the degree of tourism specialization in a country's export structure and the relative capability of tourism in generating foreign revenues.","Inbound tourism expenditures may include receipts from same-day visitors, except when these are important enough to justify separate classification. For some countries they do not include receipts for passenger transport items. Their share in exports is calculated as a ratio to exports of goods and services (all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, goods sent for processing and repairs, nonmonetary gold, and services).

International tourism expenditures' share in exports is calculated as a ratio to exports of goods and services, which comprise all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, goods sent for processing and repairs, nonmonetary gold, and services.

Statistical information on tourism is based mainly on data on arrivals and overnight stays along with balance of payments information. These data do not completely capture the economic phenomenon of tourism or provide the information needed for effective public policies and efficient business operations. Data are needed on the scale and significance of tourism. Information on the role of tourism in national economies is particularly deficient. Although the World Tourism Organization (WTO) reports progress in harmonizing definitions and measurement, differences in national practices still prevent full comparability.

The World Tourism Organization is improving its coverage of tourism expenditure data, using balance of payments data from the International Monetary Fund (IMF) supplemented by data from individual countries. These data include travel and passenger transport items as defined in the IMF's Balance of Payments. When the IMF does not report data on passenger transport items, expenditure data for travel items are shown.

The aggregates are calculated using the World Bank's weighted aggregation methodology and differ from the World Tourism Organization's aggregates.","Tourism can be either domestic or international. The data refers to international tourism, where the traveler's country of residence differs from the visiting country. International tourism consists of inbound (arrival) and outbound (departures) tourism.

The data are from the World Tourism Organization (WTO), a United Nations agency. The data on inbound and outbound tourists refer to the number of arrivals and departures, not to the number of people traveling. Thus a person who makes several trips to a country during a given period is counted each time as a new arrival. The data on inbound tourism show the arrivals of nonresident tourists (overnight visitors) at national borders. When data on international tourists are unavailable or incomplete, the data show the arrivals of international visitors, which include tourists, same-day visitors, cruise passengers, and crew members.

Sources and collection methods for arrivals differ across countries. In some cases data are from border statistics (police, immigration, and the like) and supplemented by border surveys. In other cases data are from tourism accommodation establishments. For some countries number of arrivals is limited to arrivals by air and for others to arrivals staying in hotels. Some countries include arrivals of nationals residing abroad while others do not. Caution should thus be used in comparing arrivals across countries.

Expenditure associated with the activity of international visitors has been traditionally identified with the travel item of the Balance of Payments (BOP): in the case of inbound tourism, those expenditures associated with inbound visitors are registered as ""credits"" in the BOP and refers to ""travel receipts"".

The 2008 International Recommendations for Tourism Statistics consider that ""tourism industries and products"" includes transport of passengers. Consequently, a better estimate of tourism-related expenditure by inbound and outbound visitors in an international scenario would be, in terms of the BOP, the value of the travel item plus that of the passenger transport item.

Nevertheless, users should be aware that BOP estimates include, in addition to expenditures associated to visitors, those related to other types of travelers (these might be substantial in some countries; for instance, long-term students or patients, border and seasonal workers, etc.). Also data on expenditure by main purpose of the trip are BOP data.",,,,
60,ST.INT.TRNR.CD,ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)","International tourism, receipts for passenger transport items",current US$,ST.INT.TRNR.CD,Gap-filled total,,"International tourism, receipts for passenger transport items (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"International tourism receipts for passenger transport items are expenditures by international inbound visitors for all services provided in the international transportation by resident carriers. Also included are passenger services performed within an economy by nonresident carriers. Excluded are passenger services provided to nonresidents by resident carriers within the resident economies; these are included in travel items. In addition to the services covered by passenger fares--including fares that are a part of package tours but excluding cruise fares, which are included in travel--passenger services include such items as charges for excess baggage, vehicles, or other personal accompanying effects and expenditures for food, drink, or other items for which passengers make expenditures while on board carriers. Data are in current U.S. dollars.",Annual,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",Private Sector & Trade: Travel & tourism,,,,,,,
61,ST.INT.TVLR.CD,ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)","International tourism, receipts for travel items",current US$,ST.INT.TVLR.CD,Gap-filled total,,"International tourism, receipts for travel items (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"International tourism receipts for travel items are expenditures by international inbound visitors in the reporting economy. The goods and services are purchased by, or on behalf of, the traveler or provided, without a quid pro quo, for the traveler to use or give away. These receipts should include any other prepayment made for goods or services received in the destination country. They also may include receipts from same-day visitors, except in cases where these are so important as to justify a separate classification. Excluded is the international carriage of travelers, which is covered in passenger travel items. Data are in current U.S. dollars.",Annual,"World Tourism Organization, Yearbook of Tourism Statistics, Compendium of Tourism Statistics and data files.",Private Sector & Trade: Travel & tourism,,,,,,,
62,IE.PPI.TRAN.CD,IE.PPI.TRAN.CD,Investment in transport with private participation (current US$),Investment in transport with private participation,current US$,IE.PPI.TRAN.CD,Sum,,Investment in transport with private participation (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Investment  in transport projects with private participation refers to commitments to  infrastructure projects in transport that have reached financial closure and directly or indirectly serve the public. Movable assets and small projects are excluded. The types of projects included are  management and lease contracts, operations and management contracts with major capital expenditure, greenfield projects (in which a private entity or a public-private joint venture builds and operates a new facility), and divestitures. Investment commitments are the sum of investments in facilities and investments in government assets. Investments in facilities are the resources the project company commits to invest during the contract period either in new facilities or in expansion and modernization of existing facilities. Investments in government assets are the resources the project company spends on acquiring government assets such as state-owned enterprises, rights to provide services in a specific area, or the use of specific radio spectrums. Data is presented based on investment year. Data are in current U.S. dollars.",Annual,"World Bank, Private Participation in Infrastructure Project Database (http://ppi.worldbank.org).",Private Sector & Trade: Private infrastructure investment,"Investment in infrastructure projects with private participation has made important contributions to easing fiscal constraints, improving the efficiency of infrastructure services, and extending delivery to poor people. Developing countries have been in the forefront, pioneering better approaches to infrastructure services and reaping the benefits of greater competition and customer focus. Entrepreneurship is essential to the dynamism of the modern market economy, and a greater entry density of new businesses can foster competition and economic growth.

Private sector development and investment - tapping private sector initiative and investment for socially useful purposes - are critical for poverty reduction. In parallel with public sector efforts, private investment, especially in competitive markets, has tremendous potential to contribute to growth. Private markets are the engine of productivity growth, creating productive jobs and higher incomes. And with government playing a complementary role of regulation, funding, and service provision, private initiative and investment can help provide the basic services and conditions that empower poor people - by improving health, education, and infrastructure.","The data are from the World Bank's Private Participation in Infrastructure (PPI) Project database, which tracks infrastructure projects with private participation in developing countries. It provides information on more than 5,000 infrastructure projects in 139 developing economies from 1984. The database contains more than 30 fields per project record, including country, financial closure year, infrastructure services provided, type of private participation, investment, technology, capacity, project location, contract duration, private sponsors, bidding process, and development bank support.

The database is a joint product of the World Bank's Finance, Economics, and Urban Development Department and the Public-Private Infrastructure Advisory Facility. Geographic and income aggregates are calculated by the World Bank's Development Data Group.

Data are in current U.S. dollars.","The data on investment in infrastructure projects with private participation refer to all investment (public and private) in projects in which a private company assumes operating risk during the operating period or development and operating risk during the contract period. Investment refers to commitments not disbursements. Foreign state-owned companies are considered private entities for the purposes of this measure.

Movable assets and small projects are excluded. The types of projects included are operations and management contracts, operations and management contracts with major capital expenditure, greenfield projects (in which a private entity or a public-private joint venture builds and operates a new facility), and divestitures. Investment commitments are the sum of investments in facilities and investments in government assets. Investments in facilities are the resources the project company commits to invest during the contract period either in new facilities or in expansion and modernization of existing facilities. Investments in government assets are the resources the project company spends on acquiring government assets such as state-owned enterprises, rights to provide services in a specific area, or the use of specific radio spectrums. Data on the projects are compiled from publicly available information. The database aims to be as comprehensive as possible, but some projects - particularly those involving local and small-scale operators - may be omitted because they are not publicly reported.",,,"Investment in transport with private participation is the value of commitments to transportation projects that have reached financial closure and directly or indirectly serve the public, including management and lease contracts, operation and management contracts with major capital expenditure, greenfield projects (in which a private entity or public-private joint venture builds and operates a new facility), and divestitures. Movable assets and small projects are excluded.",
63,LP.EXP.DURS.MD,LP.EXP.DURS.MD,"Lead time to export, median case (days)","Lead time to export, median case",days,LP.EXP.DURS.MD,Unweighted average,,"Lead time to export, median case (days)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Lead time to export is the median time (the value for 50 percent of shipments) from shipment point to port of loading. Data are from the Logistics Performance Index survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments). The data are exponentiated averages of the logarithm of single value responses and of midpoint values of range responses for the median case.,Annual,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at: https://lpi.worldbank.org/. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",Private Sector & Trade: Trade facilitation,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce.

A useful outcome measure of logistics performance is the time taken to complete trade transactions. The median import lead time for port and airport supply chains, as measured for the LPI, is more than 3.5 times longer in low performing countries than in high-performing countries. The difference is around three times for land supply chains. The association suggests that geographical hurdles, and perhaps internal transport markets, still pose substantial difficulties in many countries. Besides geography and speed en route, another factor in import lead times is the border process. Time can be reduced at all stages of this process, but especially in the clearance of goods on arrival. Countries with low logistics performance need to reform their border management so that they can reduce red tape, excessive and opaque procedural requirements, and physical inspections. Although the time to clear goods through customs is a fairly small fraction of total import time for all LPI quintiles, it rises sharply if goods are physically inspected. Core customs procedures are similar across quintiles. But low-performing countries have a far higher prevalence of physical inspection, even subjecting the same shipment to repeated inspections by multiple agencies.

Many low-income countries have long export lead times, reducing their export competitiveness and ability to participate in international trade.","Data on lead time to export are from the Logistics Performance Index (LPI) survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments) of shipments from the point of origin (the seller's factory, typically located either in the capital city or in the largest commercial center) to the port of loading or equivalent (port/airport), and excluding international shipping.

The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and at the main express carriers. The 2012 LPI data are based on the 2011 survey, which was administered to nearly 1,000 respondents at international logistics companies in 143 countries (domestic performance indicators). The international LPI covers 155 countries. The LPI assesses both large companies and small and medium enterprises. Most of the responses are from small and medium enterprises, with large companies (those with 250 employees or more) accounting for roughly 18 percent of responses. The respondents include groups of professionals who are directly involved in day-today operations, from company headquarters and from country offices such as senior executives, area or country managers, and department managers. Many of the respondents are at corporate or regional headquarters or at country branch offices. The rest are at local branch offices or independent firms. The majority of respondents are involved in providing most logistics services as their main line of work such as warehousing and distribution, customer-tailored logistics solutions, courier services, bulk or break bulk cargo transport, and less-than-full container, full-container, or full-trailer load transport. 

For the lead time to export, respondents were asked for quantitative information on their countries' international supply chains by picking choices from a dropdown menu. When a response indicates a single value, the answer is coded as the logarithm of that value. When a response indicates a range, the answer is coded as the logarithm of the midpoint of that range. Country scores are produced by exponentiating the average of responses in logarithms across all respondents for a given country. This method is equivalent to taking a geometric average in levels. Scores for regions, income groups, and LPI quintiles are simple averages of the relevant country scores.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Feedback from operators is supplemented with quantitative data on the performance of key components of the logistics chain in the country of work. Thus, the LPI consists of both qualitative and quantitative measures.

In addition, despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.",,,Lead time to export is the median time (the value for 50 percent of shipments) from shipment point to port of loading.,
64,LP.LPI.TRAC.XQ,LP.LPI.TRAC.XQ,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Logistics performance index: Ability to track and trace consignments,1=low to 5=high,LP.LPI.TRAC.XQ,Unweighted average,,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are from the Logistics Performance Index survey conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best). The eight countries are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. The 2023 LPI survey was conducted from September 6 to November 5, 2022. It provided 4,090 country assessments by 652 logistics professionals in 115 countries in all World Bank regions. Details of the survey methodology and index construction methodology are included in Appendix 5 of the 2023 LPI report available at: https://lpi.worldbank.org/report. Respondents evaluated the ability to track and trace consignments when shipping to the market, on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",Annual,"Data are available online at: https://lpi.worldbank.org/. Summary results are published in World Bank (2023): Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators.",Private Sector & Trade: Trade facilitation,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce. As the backbone of international trade, logistics encompasses freight transportation, warehousing, border clearance, payment systems, and many other functions. These functions are performed mostly by private service providers for private traders and owners of goods, but logistics is also important for the public policies of national governments and regional and international organizations. Because global supply chains are so varied and complex, the efficiency of logistics depends on government services, investments, and policies. Building infrastructure, developing a regulatory regime for transport services, and designing and implementing efficient customs clearance procedures are all areas where governments play an important role.  The improvements in global logistics over the past two decades have been driven by innovation and a great increase in global trade. While policies and investments that enable good logistics practices help modernize the best-performing countries, logistics still lags in many developing countries. Indeed, the ""logistics gap"" evident in the first two editions of this report remains.  The importance of logistics performance for economic growth, diversification, and poverty reduction has long been widely recognized. National governments can facilitate trade through investments in both ""hard"" and ""soft"" infrastructure. Countries have improved their logistics performance by implementing strategic and sustained interventions, mobilizing actors across traditional sector silos, and involving the private sector. Logistics is also increasingly important for sustainability. A focus on the environmental impacts of logistics practices is also included in the LPI.","The indicator presents data from Logistics Performance Surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics.  The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and the main express carriers. The 2023 International LPI covers 139 countries. Each survey respondent rates eight overseas markets on six core components of logistics performance (the efficiency of customs and border management clearance, the quality of trade and transport infrastructure, the ease of arranging competitively priced shipments, the competence and quality of logistics services, the ability to track and trace consignments, and the frequency shipments reach consignees within scheduled or expected delivery times). The components are rated on a scale (lowest score to highest score) from 1 to 5.  The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and - for landlocked countries - on neighboring countries that form part of the land bridge connecting them with international markets.  The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located. If respondents did not provide information for all six components, interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent's average deviation from the country mean in the answered questions.  The LPI is constructed from the six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores the questions covering the main six components, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator - the LPI - that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI's original six indicators. To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component loadings and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. To account for the sampling error created by the LPI's survey-based dataset, LPI scores are presented with approximate 80 percent confidence intervals.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.",,,"Logistics professionals' perception of the ability to track and trace consignments when shipping to the country, on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",
